,ID,시군구,단지명,도로명,주소
0,서울특별시 강남구 개포동 개포6차우성아파트1동~8동 80,서울특별시 강남구 개포동,개포6차우성아파트1동~8동,언주로 3,서울특별시 강남구 개포동 언주로 3
24,서울특별시 강남구 개포동 개포주공1단지 40,서울특별시 강남구 개포동,개포주공1단지,개포로 310,서울특별시 강남구 개포동 개포로 310
146,서울특별시 강남구 개포동 개포주공5단지 60,서울특별시 강남구 개포동,개포주공5단지,삼성로4길 17,서울특별시 강남구 개포동 삼성로4길 17
171,서울특별시 강남구 개포동 개포주공5단지 80,서울특별시 강남구 개포동,개포주공5단지,삼성로4길 17,서울특별시 강남구 개포동 삼성로4길 17
199,서울특별시 강남구 개포동 개포주공6단지 50,서울특별시 강남구 개포동,개포주공6단지,개포로 516,서울특별시 강남구 개포동 개포로 516
221,서울특별시 강남구 개포동 개포주공6단지 60,서울특별시 강남구 개포동,개포주공6단지,개포로 516,서울특별시 강남구 개포동 개포로 516
245,서울특별시 강남구 개포동 개포주공6단지 70,서울특별시 강남구 개포동,개포주공6단지,개포로 516,서울특별시 강남구 개포동 개포로 516
281,서울특별시 강남구 개포동 개포주공6단지 80,서울특별시 강남구 개포동,개포주공6단지,개포로 516,서울특별시 강남구 개포동 개포로 516
306,서울특별시 강남구 개포동 개포주공7단지 50,서울특별시 강남구 개포동,개포주공7단지,개포로 516,서울특별시 강남구 개포동 개포로 516
329,서울특별시 강남구 개포동 개포주공7단지 60,서울특별시 강남구 개포동,개포주공7단지,개포로 516,서울특별시 강남구 개포동 개포로 516
360,서울특별시 강남구 개포동 개포주공7단지 70,서울특별시 강남구 개포동,개포주공7단지,개포로 516,서울특별시 강남구 개포동 개포로 516
383,서울특별시 강남구 개포동 개포주공7단지 80,서울특별시 강남구 개포동,개포주공7단지,개포로 516,서울특별시 강남구 개포동 개포로 516
406,서울특별시 강남구 개포동 경남1 100,서울특별시 강남구 개포동,경남1,언주로 110,서울특별시 강남구 개포동 언주로 110
419,서울특별시 강남구 개포동 경남2차 180,서울특별시 강남구 개포동,경남2차,언주로 110,서울특별시 강남구 개포동 언주로 110
441,서울특별시 강남구 개포동 디에이치아너힐즈 80,서울특별시 강남구 개포동,디에이치아너힐즈,삼성로 11,서울특별시 강남구 개포동 삼성로 11
470,서울특별시 강남구 개포동 래미안블레스티지 60,서울특별시 강남구 개포동,래미안블레스티지,선릉로 8,서울특별시 강남구 개포동 선릉로 8
517,서울특별시 강남구 개포동 래미안블레스티지 80,서울특별시 강남구 개포동,래미안블레스티지,선릉로 8,서울특별시 강남구 개포동 선릉로 8
573,서울특별시 강남구 개포동 삼익대청아파트 40,서울특별시 강남구 개포동,삼익대청아파트,개포로109길 21,서울특별시 강남구 개포동 개포로109길 21
632,서울특별시 강남구 개포동 삼익대청아파트 50,서울특별시 강남구 개포동,삼익대청아파트,개포로109길 21,서울특별시 강남구 개포동 개포로109길 21
672,서울특별시 강남구 개포동 삼익대청아파트 60,서울특별시 강남구 개포동,삼익대청아파트,개포로109길 21,서울특별시 강남구 개포동 개포로109길 21
708,서울특별시 강남구 개포동 성원대치2단지아파트 30,서울특별시 강남구 개포동,성원대치2단지아파트,개포로109길 9,서울특별시 강남구 개포동 개포로109길 9
832,서울특별시 강남구 개포동 성원대치2단지아파트 40,서울특별시 강남구 개포동,성원대치2단지아파트,개포로109길 9,서울특별시 강남구 개포동 개포로109길 9
937,서울특별시 강남구 개포동 성원대치2단지아파트 50,서울특별시 강남구 개포동,성원대치2단지아파트,개포로109길 9,서울특별시 강남구 개포동 개포로109길 9
1025,서울특별시 강남구 개포동 우성8 80,서울특별시 강남구 개포동,우성8,개포로 411,서울특별시 강남구 개포동 개포로 411
1050,서울특별시 강남구 개포동 현대1차101동~106동 100,서울특별시 강남구 개포동,현대1차101동~106동,개포로 303,서울특별시 강남구 개포동 개포로 303
1064,서울특별시 강남구 개포동 현대1차101동~106동 180,서울특별시 강남구 개포동,현대1차101동~106동,개포로 303,서울특별시 강남구 개포동 개포로 303
1085,서울특별시 강남구 논현동 동양파라곤 160,서울특별시 강남구 논현동,동양파라곤,언주로130길 30,서울특별시 강남구 논현동 언주로130길 30
1108,서울특별시 강남구 논현동 동현아파트1~6 80,서울특별시 강남구 논현동,동현아파트1~6,언주로146길 18,서울특별시 강남구 논현동 언주로146길 18
1141,서울특별시 강남구 논현동 마일스디오빌 40,서울특별시 강남구 논현동,마일스디오빌,학동로 165,서울특별시 강남구 논현동 학동로 165
1224,서울특별시 강남구 논현동 신동아 110,서울특별시 강남구 논현동,신동아,강남대로146길 28,서울특별시 강남구 논현동 강남대로146길 28
1243,서울특별시 강남구 논현동 신동아 40,서울특별시 강남구 논현동,신동아,강남대로146길 28,서울특별시 강남구 논현동 강남대로146길 28
1298,서울특별시 강남구 논현동 신동아 80,서울특별시 강남구 논현동,신동아,강남대로146길 28,서울특별시 강남구 논현동 강남대로146길 28
1330,서울특별시 강남구 논현동 쌍용 60,서울특별시 강남구 논현동,쌍용,도산대로50길 43,서울특별시 강남구 논현동 도산대로50길 43
1348,서울특별시 강남구 논현동 아크로힐스논현 110,서울특별시 강남구 논현동,아크로힐스논현,언주로 604,서울특별시 강남구 논현동 언주로 604
1366,서울특별시 강남구 논현동 아크로힐스논현 80,서울특별시 강남구 논현동,아크로힐스논현,언주로 604,서울특별시 강남구 논현동 언주로 604
1393,서울특별시 강남구 논현동 한양수자인어반게이트 20,서울특별시 강남구 논현동,한양수자인어반게이트,봉은사로29길 35,서울특별시 강남구 논현동 봉은사로29길 35
1415,서울특별시 강남구 논현동 한진로즈힐 80,서울특별시 강남구 논현동,한진로즈힐,도산대로46길 21,서울특별시 강남구 논현동 도산대로46길 21
1432,서울특별시 강남구 대치동 개포우성1 130,서울특별시 강남구 대치동,개포우성1,선릉로 120,서울특별시 강남구 대치동 선릉로 120
1460,서울특별시 강남구 대치동 개포우성1 80,서울특별시 강남구 대치동,개포우성1,선릉로 120,서울특별시 강남구 대치동 선릉로 120
1487,서울특별시 강남구 대치동 개포우성2 130,서울특별시 강남구 대치동,개포우성2,선릉로 120,서울특별시 강남구 대치동 선릉로 120
1513,서울특별시 강남구 대치동 대우아이빌멤버스 40,서울특별시 강남구 대치동,대우아이빌멤버스,삼성로85길 42,서울특별시 강남구 대치동 삼성로85길 42
1534,서울특별시 강남구 대치동 대우아이빌명문가 30,서울특별시 강남구 대치동,대우아이빌명문가,선릉로90길 56,서울특별시 강남구 대치동 선릉로90길 56
1562,서울특별시 강남구 대치동 대치삼성 100,서울특별시 강남구 대치동,대치삼성,도곡로78길 22,서울특별시 강남구 대치동 도곡로78길 22
1601,서울특별시 강남구 대치동 대치아이파크 120,서울특별시 강남구 대치동,대치아이파크,선릉로 222,서울특별시 강남구 대치동 선릉로 222
1623,서울특별시 강남구 대치동 대치아이파크 80,서울특별시 강남구 대치동,대치아이파크,선릉로 222,서울특별시 강남구 대치동 선릉로 222
1654,"서울특별시 강남구 대치동 대치우성아파트1동,2동,3동,5동,6동,7동 80",서울특별시 강남구 대치동,"대치우성아파트1동,2동,3동,5동,6동,7동",영동대로 230,서울특별시 강남구 대치동 영동대로 230
1674,서울특별시 강남구 대치동 대치현대 80,서울특별시 강남구 대치동,대치현대,삼성로64길 5,서울특별시 강남구 대치동 삼성로64길 5
1695,서울특별시 강남구 대치동 동부센트레빌 120,서울특별시 강남구 대치동,동부센트레빌,선릉로 206,서울특별시 강남구 대치동 선릉로 206
1721,서울특별시 강남구 대치동 동부센트레빌 150,서울특별시 강남구 대치동,동부센트레빌,선릉로 206,서울특별시 강남구 대치동 선릉로 206
1786,서울특별시 강남구 대치동 동부센트레빌 160,서울특별시 강남구 대치동,동부센트레빌,선릉로 206,서울특별시 강남구 대치동 선릉로 206
1818,서울특별시 강남구 대치동 래미안대치팰리스 80,서울특별시 강남구 대치동,래미안대치팰리스,삼성로51길 37,서울특별시 강남구 대치동 삼성로51길 37
1871,서울특별시 강남구 대치동 래미안대치팰리스 90,서울특별시 강남구 대치동,래미안대치팰리스,삼성로51길 35,서울특별시 강남구 대치동 삼성로51길 35
1956,서울특별시 강남구 대치동 래미안대치하이스턴 110,서울특별시 강남구 대치동,래미안대치하이스턴,도곡로93길 12,서울특별시 강남구 대치동 도곡로93길 12
1984,서울특별시 강남구 대치동 선경1차 140,서울특별시 강남구 대치동,선경1차,삼성로 151,서울특별시 강남구 대치동 삼성로 151
2009,서울특별시 강남구 대치동 선릉역대우아이빌 30,서울특별시 강남구 대치동,선릉역대우아이빌,테헤란로64길 9,서울특별시 강남구 대치동 테헤란로64길 9
2035,"서울특별시 강남구 대치동 쌍용대치아파트1동,2동,3동,5동,6동 80",서울특별시 강남구 대치동,"쌍용대치아파트1동,2동,3동,5동,6동",영동대로 210,서울특별시 강남구 대치동 영동대로 210
2051,서울특별시 강남구 대치동 은마 80,서울특별시 강남구 대치동,은마,삼성로 212,서울특별시 강남구 대치동 삼성로 212
2548,서울특별시 강남구 대치동 테헤란로대우아이빌 30,서울특별시 강남구 대치동,테헤란로대우아이빌,테헤란로 428,서울특별시 강남구 대치동 테헤란로 428
2584,서울특별시 강남구 대치동 테헤란로대우아이빌 40,서울특별시 강남구 대치동,테헤란로대우아이빌,테헤란로 428,서울특별시 강남구 대치동 테헤란로 428
2599,서울특별시 강남구 대치동 한보미도맨션1 130,서울특별시 강남구 대치동,한보미도맨션1,삼성로 150,서울특별시 강남구 대치동 삼성로 150
2652,서울특별시 강남구 대치동 한보미도맨션1 80,서울특별시 강남구 대치동,한보미도맨션1,삼성로 150,서울특별시 강남구 대치동 삼성로 150
2682,서울특별시 강남구 대치동 한보미도맨션2 120,서울특별시 강남구 대치동,한보미도맨션2,삼성로 150,서울특별시 강남구 대치동 삼성로 150
2713,서울특별시 강남구 대치동 한보미도맨션2 130,서울특별시 강남구 대치동,한보미도맨션2,삼성로 150,서울특별시 강남구 대치동 삼성로 150
2746,서울특별시 강남구 대치동 한보미도맨션2 80,서울특별시 강남구 대치동,한보미도맨션2,삼성로 150,서울특별시 강남구 대치동 삼성로 150
2775,서울특별시 강남구 도곡동 경남 60,서울특별시 강남구 도곡동,경남,논현로 209,서울특별시 강남구 도곡동 논현로 209
2796,서울특별시 강남구 도곡동 대림 80,서울특별시 강남구 도곡동,대림,논현로41길 10,서울특별시 강남구 도곡동 논현로41길 10
2812,서울특별시 강남구 도곡동 대림아크로빌 130,서울특별시 강남구 도곡동,대림아크로빌,언주로30길 13,서울특별시 강남구 도곡동 언주로30길 13
2837,서울특별시 강남구 도곡동 대림아크로빌 170,서울특별시 강남구 도곡동,대림아크로빌,언주로30길 13,서울특별시 강남구 도곡동 언주로30길 13
2858,서울특별시 강남구 도곡동 대우디오빌 30,서울특별시 강남구 도곡동,대우디오빌,강남대로 256,서울특별시 강남구 도곡동 강남대로 256
2887,서울특별시 강남구 도곡동 도곡1차아이파크 130,서울특별시 강남구 도곡동,도곡1차아이파크,도곡로28길 8,서울특별시 강남구 도곡동 도곡로28길 8
2922,서울특별시 강남구 도곡동 도곡1차아이파크 80,서울특별시 강남구 도곡동,도곡1차아이파크,도곡로28길 8,서울특별시 강남구 도곡동 도곡로28길 8
2937,서울특별시 강남구 도곡동 도곡렉슬 110,서울특별시 강남구 도곡동,도곡렉슬,선릉로 221,서울특별시 강남구 도곡동 선릉로 221
2971,서울특별시 강남구 도곡동 도곡렉슬 120,서울특별시 강남구 도곡동,도곡렉슬,선릉로 221,서울특별시 강남구 도곡동 선릉로 221
3052,서울특별시 강남구 도곡동 도곡렉슬 130,서울특별시 강남구 도곡동,도곡렉슬,선릉로 221,서울특별시 강남구 도곡동 선릉로 221
3095,서울특별시 강남구 도곡동 도곡렉슬 60,서울특별시 강남구 도곡동,도곡렉슬,선릉로 221,서울특별시 강남구 도곡동 선릉로 221
3190,서울특별시 강남구 도곡동 도곡렉슬 80,서울특별시 강남구 도곡동,도곡렉슬,선릉로 221,서울특별시 강남구 도곡동 선릉로 221
3301,서울특별시 강남구 도곡동 도곡쌍용예가 110,서울특별시 강남구 도곡동,도곡쌍용예가,남부순환로363길 30,서울특별시 강남구 도곡동 남부순환로363길 30
3342,서울특별시 강남구 도곡동 도곡우성아파트 80,서울특별시 강남구 도곡동,도곡우성아파트,남부순환로363길 49,서울특별시 강남구 도곡동 남부순환로363길 49
3390,서울특별시 강남구 도곡동 래미안도곡카운티 110,서울특별시 강남구 도곡동,래미안도곡카운티,도곡로 320,서울특별시 강남구 도곡동 도곡로 320
3413,서울특별시 강남구 도곡동 래미안도곡카운티 70,서울특별시 강남구 도곡동,래미안도곡카운티,도곡로 320,서울특별시 강남구 도곡동 도곡로 320
3430,서울특별시 강남구 도곡동 럭키 120,서울특별시 강남구 도곡동,럭키,논현로 213,서울특별시 강남구 도곡동 논현로 213
3465,서울특별시 강남구 도곡동 럭키 80,서울특별시 강남구 도곡동,럭키,논현로 213,서울특별시 강남구 도곡동 논현로 213
3545,서울특별시 강남구 도곡동 삼성 50,서울특별시 강남구 도곡동,삼성,남부순환로379길 14,서울특별시 강남구 도곡동 남부순환로379길 14
3560,서울특별시 강남구 도곡동 삼성 80,서울특별시 강남구 도곡동,삼성,남부순환로379길 14,서울특별시 강남구 도곡동 남부순환로379길 14
3575,서울특별시 강남구 도곡동 삼성래미안 120,서울특별시 강남구 도곡동,삼성래미안,남부순환로 2803,서울특별시 강남구 도곡동 남부순환로 2803
3609,서울특별시 강남구 도곡동 삼성래미안 60,서울특별시 강남구 도곡동,삼성래미안,남부순환로 2803,서울특별시 강남구 도곡동 남부순환로 2803
3627,서울특별시 강남구 도곡동 삼성래미안 80,서울특별시 강남구 도곡동,삼성래미안,남부순환로 2803,서울특별시 강남구 도곡동 남부순환로 2803
3649,서울특별시 강남구 도곡동 삼익 100,서울특별시 강남구 도곡동,삼익,논현로 218,서울특별시 강남구 도곡동 논현로 218
3668,서울특별시 강남구 도곡동 삼익 150,서울특별시 강남구 도곡동,삼익,논현로 218,서울특별시 강남구 도곡동 논현로 218
3680,서울특별시 강남구 도곡동 아카데미스위트1 120,서울특별시 강남구 도곡동,아카데미스위트1,언주로30길 21,서울특별시 강남구 도곡동 언주로30길 21
3722,서울특별시 강남구 도곡동 아카데미스위트1 130,서울특별시 강남구 도곡동,아카데미스위트1,언주로30길 21,서울특별시 강남구 도곡동 언주로30길 21
3749,서울특별시 강남구 도곡동 우성사원5 70,서울특별시 강남구 도곡동,우성사원5,언주로29길 34,서울특별시 강남구 도곡동 언주로29길 34
3766,서울특별시 강남구 도곡동 우성사원5 80,서울특별시 강남구 도곡동,우성사원5,언주로29길 34,서울특별시 강남구 도곡동 언주로29길 34
3780,서울특별시 강남구 도곡동 중명하니빌 30,서울특별시 강남구 도곡동,중명하니빌,남부순환로365길 5,서울특별시 강남구 도곡동 남부순환로365길 5
3805,서울특별시 강남구 도곡동 타워팰리스1 120,서울특별시 강남구 도곡동,타워팰리스1,언주로30길 56,서울특별시 강남구 도곡동 언주로30길 56
3830,서울특별시 강남구 도곡동 타워팰리스1 140,서울특별시 강남구 도곡동,타워팰리스1,언주로30길 56,서울특별시 강남구 도곡동 언주로30길 56
3890,서울특별시 강남구 도곡동 타워팰리스1 160,서울특별시 강남구 도곡동,타워팰리스1,언주로30길 56,서울특별시 강남구 도곡동 언주로30길 56
3972,서울특별시 강남구 도곡동 타워팰리스1 170,서울특별시 강남구 도곡동,타워팰리스1,언주로30길 56,서울특별시 강남구 도곡동 언주로30길 56
4001,서울특별시 강남구 도곡동 타워팰리스2 120,서울특별시 강남구 도곡동,타워팰리스2,언주로30길 57,서울특별시 강남구 도곡동 언주로30길 57
4024,서울특별시 강남구 도곡동 타워팰리스2 160,서울특별시 강남구 도곡동,타워팰리스2,언주로30길 57,서울특별시 강남구 도곡동 언주로30길 57
4091,서울특별시 강남구 도곡동 타워팰리스3 140,서울특별시 강남구 도곡동,타워팰리스3,언주로30길 26,서울특별시 강남구 도곡동 언주로30길 26
4122,서울특별시 강남구 도곡동 타워팰리스3 160,서울특별시 강남구 도곡동,타워팰리스3,언주로30길 26,서울특별시 강남구 도곡동 언주로30길 26
4155,서울특별시 강남구 도곡동 한신엠비씨 80,서울특별시 강남구 도곡동,한신엠비씨,논현로 205,서울특별시 강남구 도곡동 논현로 205
4182,서울특별시 강남구 도곡동 현대그린1 80,서울특별시 강남구 도곡동,현대그린1,논현로51길 25,서울특별시 강남구 도곡동 논현로51길 25
4203,서울특별시 강남구 도곡동 현대비젼21 30,서울특별시 강남구 도곡동,현대비젼21,언주로30길 10,서울특별시 강남구 도곡동 언주로30길 10
4263,서울특별시 강남구 도곡동 현대비젼21 40,서울특별시 강남구 도곡동,현대비젼21,언주로30길 10,서울특별시 강남구 도곡동 언주로30길 10
4277,서울특별시 강남구 도곡동 현대아파트1동~3동 80,서울특별시 강남구 도곡동,현대아파트1동~3동,도곡로18길 35,서울특별시 강남구 도곡동 도곡로18길 35
4297,서울특별시 강남구 삼성동 LG선릉에클라트 40,서울특별시 강남구 삼성동,LG선릉에클라트,테헤란로63길 12,서울특별시 강남구 삼성동 테헤란로63길 12
4385,서울특별시 강남구 삼성동 롯데캐슬프레미어 120,서울특별시 강남구 삼성동,롯데캐슬프레미어,선릉로126길 22,서울특별시 강남구 삼성동 선릉로126길 22
4405,서울특별시 강남구 삼성동 롯데캐슬프레미어 80,서울특별시 강남구 삼성동,롯데캐슬프레미어,선릉로126길 22,서울특별시 강남구 삼성동 선릉로126길 22
4422,서울특별시 강남구 삼성동 삼성동롯데아파트 90,서울특별시 강남구 삼성동,삼성동롯데아파트,학동로 432,서울특별시 강남구 삼성동 학동로 432
4440,서울특별시 강남구 삼성동 삼성동중앙하이츠빌리지 150,서울특별시 강남구 삼성동,삼성동중앙하이츠빌리지,학동로68길 30,서울특별시 강남구 삼성동 학동로68길 30
4458,서울특별시 강남구 삼성동 삼성동힐스테이트 1단지 30,서울특별시 강남구 삼성동,삼성동힐스테이트 1단지,학동로68길 29,서울특별시 강남구 삼성동 학동로68길 29
4510,서울특별시 강남구 삼성동 삼성동힐스테이트 1단지 80,서울특별시 강남구 삼성동,삼성동힐스테이트 1단지,학동로68길 29,서울특별시 강남구 삼성동 학동로68길 29
4580,서울특별시 강남구 삼성동 서광아파트 60,서울특별시 강남구 삼성동,서광아파트,선릉로130길 19,서울특별시 강남구 삼성동 선릉로130길 19
4604,서울특별시 강남구 삼성동 아이파크 150,서울특별시 강남구 삼성동,아이파크,영동대로 640,서울특별시 강남구 삼성동 영동대로 640
4622,서울특별시 강남구 삼성동 현대힐스테이트2단지 40,서울특별시 강남구 삼성동,현대힐스테이트2단지,삼성로111길 8,서울특별시 강남구 삼성동 삼성로111길 8
4639,서울특별시 강남구 삼성동 현대힐스테이트2단지 80,서울특별시 강남구 삼성동,현대힐스테이트2단지,삼성로111길 8,서울특별시 강남구 삼성동 삼성로111길 8
4714,서울특별시 강남구 세곡동 강남데시앙파크 110,서울특별시 강남구 세곡동,강남데시앙파크,헌릉로590길 63,서울특별시 강남구 세곡동 헌릉로590길 63
4737,서울특별시 강남구 세곡동 강남데시앙파크 80,서울특별시 강남구 세곡동,강남데시앙파크,헌릉로590길 63,서울특별시 강남구 세곡동 헌릉로590길 63
4772,서울특별시 강남구 세곡동 강남엘에이치1단지 60,서울특별시 강남구 세곡동,강남엘에이치1단지,헌릉로571길 20,서울특별시 강남구 세곡동 헌릉로571길 20
4832,서울특별시 강남구 세곡동 강남엘에이치1단지 70,서울특별시 강남구 세곡동,강남엘에이치1단지,헌릉로571길 20,서울특별시 강남구 세곡동 헌릉로571길 20
4851,서울특별시 강남구 세곡동 강남엘에이치1단지 80,서울특별시 강남구 세곡동,강남엘에이치1단지,헌릉로571길 20,서울특별시 강남구 세곡동 헌릉로571길 20
4885,서울특별시 강남구 세곡동 세곡푸르지오 60,서울특별시 강남구 세곡동,세곡푸르지오,자곡로 21,서울특별시 강남구 세곡동 자곡로 21
4919,서울특별시 강남구 세곡동 세곡푸르지오 70,서울특별시 강남구 세곡동,세곡푸르지오,자곡로 21,서울특별시 강남구 세곡동 자곡로 21
4956,서울특별시 강남구 세곡동 세곡푸르지오 80,서울특별시 강남구 세곡동,세곡푸르지오,자곡로 21,서울특별시 강남구 세곡동 자곡로 21
5022,서울특별시 강남구 수서동 강남데시앙포레 60,서울특별시 강남구 수서동,강남데시앙포레,광평로34길 55,서울특별시 강남구 수서동 광평로34길 55
5080,서울특별시 강남구 수서동 강남데시앙포레 80,서울특별시 강남구 수서동,강남데시앙포레,광평로34길 55,서울특별시 강남구 수서동 광평로34길 55
5154,서울특별시 강남구 수서동 까치마을 30,서울특별시 강남구 수서동,까치마을,광평로19길 10,서울특별시 강남구 수서동 광평로19길 10
5262,서울특별시 강남구 수서동 까치마을 40,서울특별시 강남구 수서동,까치마을,광평로19길 10,서울특별시 강남구 수서동 광평로19길 10
5389,서울특별시 강남구 수서동 까치마을 50,서울특별시 강남구 수서동,까치마을,광평로19길 10,서울특별시 강남구 수서동 광평로19길 10
5452,서울특별시 강남구 수서동 동익 80,서울특별시 강남구 수서동,동익,광평로39길 3,서울특별시 강남구 수서동 광평로39길 3
5491,서울특별시 강남구 수서동 삼성 80,서울특별시 강남구 수서동,삼성,광평로31길 27,서울특별시 강남구 수서동 광평로31길 27
5580,서울특별시 강남구 수서동 삼익 50,서울특별시 강남구 수서동,삼익,광평로51길 27,서울특별시 강남구 수서동 광평로51길 27
5600,서울특별시 강남구 수서동 삼익 60,서울특별시 강남구 수서동,삼익,광평로51길 27,서울특별시 강남구 수서동 광평로51길 27
5640,서울특별시 강남구 수서동 삼익 80,서울특별시 강남구 수서동,삼익,광평로51길 27,서울특별시 강남구 수서동 광평로51길 27
5661,서울특별시 강남구 수서동 수서한아름 100,서울특별시 강남구 수서동,수서한아름,광평로51길 22,서울특별시 강남구 수서동 광평로51길 22
5685,서울특별시 강남구 수서동 수서한아름 130,서울특별시 강남구 수서동,수서한아름,광평로51길 22,서울특별시 강남구 수서동 광평로51길 22
5703,서울특별시 강남구 수서동 신동아 30,서울특별시 강남구 수서동,신동아,광평로47길 17,서울특별시 강남구 수서동 광평로47길 17
5769,서울특별시 강남구 수서동 신동아 40,서울특별시 강남구 수서동,신동아,광평로47길 17,서울특별시 강남구 수서동 광평로47길 17
5842,서울특별시 강남구 수서동 신동아 50,서울특별시 강남구 수서동,신동아,광평로47길 17,서울특별시 강남구 수서동 광평로47길 17
5890,서울특별시 강남구 압구정동 미성2차 140,서울특별시 강남구 압구정동,미성2차,압구정로 113,서울특별시 강남구 압구정동 압구정로 113
5919,서울특별시 강남구 압구정동 미성2차 70,서울특별시 강남구 압구정동,미성2차,압구정로 113,서울특별시 강남구 압구정동 압구정로 113
5978,서울특별시 강남구 압구정동 신현대11차 180,서울특별시 강남구 압구정동,신현대11차,압구정로 151,서울특별시 강남구 압구정동 압구정로 151
6005,서울특별시 강남구 압구정동 신현대12차 110,서울특별시 강남구 압구정동,신현대12차,압구정로 151,서울특별시 강남구 압구정동 압구정로 151
6045,서울특별시 강남구 압구정동 신현대9차 110,서울특별시 강남구 압구정동,신현대9차,압구정로 151,서울특별시 강남구 압구정동 압구정로 151
6095,서울특별시 강남구 압구정동 한양1차 50,서울특별시 강남구 압구정동,한양1차,압구정로 321,서울특별시 강남구 압구정동 압구정로 321
6132,서울특별시 강남구 압구정동 한양1차 60,서울특별시 강남구 압구정동,한양1차,압구정로 321,서울특별시 강남구 압구정동 압구정로 321
6175,서울특별시 강남구 압구정동 한양1차 80,서울특별시 강남구 압구정동,한양1차,압구정로 321,서울특별시 강남구 압구정동 압구정로 321
6210,서울특별시 강남구 압구정동 한양6 110,서울특별시 강남구 압구정동,한양6,압구정로 313,서울특별시 강남구 압구정동 압구정로 313
6234,서울특별시 강남구 압구정동 한양7 110,서울특별시 강남구 압구정동,한양7,압구정로61길 37,서울특별시 강남구 압구정동 압구정로61길 37
6260,서울특별시 강남구 압구정동 현대10차 110,서울특별시 강남구 압구정동,현대10차,압구정로29길 69,서울특별시 강남구 압구정동 압구정로29길 69
6278,서울특별시 강남구 압구정동 현대13차 110,서울특별시 강남구 압구정동,현대13차,압구정로29길 23,서울특별시 강남구 압구정동 압구정로29길 23
6309,서울특별시 강남구 압구정동 현대14차 80,서울특별시 강남구 압구정동,현대14차,압구정로29길 57,서울특별시 강남구 압구정동 압구정로29길 57
6355,서울특별시 강남구 압구정동 현대1차 130,서울특별시 강남구 압구정동,현대1차,압구정로29길 71,서울특별시 강남구 압구정동 압구정로29길 71
6382,서울특별시 강남구 압구정동 현대1차 200,서울특별시 강남구 압구정동,현대1차,압구정로29길 71,서울특별시 강남구 압구정동 압구정로29길 71
6402,서울특별시 강남구 압구정동 현대2차 160,서울특별시 강남구 압구정동,현대2차,압구정로29길 71,서울특별시 강남구 압구정동 압구정로29길 71
6429,서울특별시 강남구 압구정동 현대2차 200,서울특별시 강남구 압구정동,현대2차,압구정로29길 71,서울특별시 강남구 압구정동 압구정로29길 71
6452,서울특별시 강남구 압구정동 현대3차 80,서울특별시 강남구 압구정동,현대3차,압구정로39길 58,서울특별시 강남구 압구정동 압구정로39길 58
6522,서울특별시 강남구 압구정동 현대4차저층 120,서울특별시 강남구 압구정동,현대4차저층,압구정로33길 70,서울특별시 강남구 압구정동 압구정로33길 70
6537,서울특별시 강남구 압구정동 현대5차 80,서울특별시 강남구 압구정동,현대5차,압구정로29길 68,서울특별시 강남구 압구정동 압구정로29길 68
6562,서울특별시 강남구 압구정동 현대6차 140,서울특별시 강남구 압구정동,현대6차,압구정로 201,서울특별시 강남구 압구정동 압구정로 201
6597,서울특별시 강남구 압구정동 현대6차 160,서울특별시 강남구 압구정동,현대6차,압구정로 201,서울특별시 강남구 압구정동 압구정로 201
6618,서울특별시 강남구 압구정동 현대7차 140,서울특별시 강남구 압구정동,현대7차,압구정로 201,서울특별시 강남구 압구정동 압구정로 201
6635,서울특별시 강남구 압구정동 현대7차 200,서울특별시 강남구 압구정동,현대7차,압구정로 201,서울특별시 강남구 압구정동 압구정로 201
6649,서울특별시 강남구 압구정동 현대8차 110,서울특별시 강남구 압구정동,현대8차,압구정로 309,서울특별시 강남구 압구정동 압구정로 309
6688,서울특별시 강남구 역삼동 e-편한세상 60,서울특별시 강남구 역삼동,e-편한세상,선릉로69길 20,서울특별시 강남구 역삼동 선릉로69길 20
6765,서울특별시 강남구 역삼동 e-편한세상 80,서울특별시 강남구 역삼동,e-편한세상,선릉로69길 20,서울특별시 강남구 역삼동 선릉로69길 20
6809,서울특별시 강남구 역삼동 강남역우정에쉐르 20,서울특별시 강남구 역삼동,강남역우정에쉐르,테헤란로10길 10,서울특별시 강남구 역삼동 테헤란로10길 10
6823,서울특별시 강남구 역삼동 경남아너스빌 80,서울특별시 강남구 역삼동,경남아너스빌,언주로85길 13,서울특별시 강남구 역삼동 언주로85길 13
6845,서울특별시 강남구 역삼동 대명벨리온 20,서울특별시 강남구 역삼동,대명벨리온,역삼로25길 27,서울특별시 강남구 역삼동 역삼로25길 27
6864,서울특별시 강남구 역삼동 대우디오빌 30,서울특별시 강남구 역삼동,대우디오빌,언주로 427,서울특별시 강남구 역삼동 언주로 427
6924,서울특별시 강남구 역삼동 대우디오빌 40,서울특별시 강남구 역삼동,대우디오빌,언주로 427,서울특별시 강남구 역삼동 언주로 427
6938,서울특별시 강남구 역삼동 대우디오빌 60,서울특별시 강남구 역삼동,대우디오빌,언주로 427,서울특별시 강남구 역삼동 언주로 427
6961,서울특별시 강남구 역삼동 대우디오빌플러스 30,서울특별시 강남구 역삼동,대우디오빌플러스,강남대로84길 33,서울특별시 강남구 역삼동 강남대로84길 33
