,ID,시군구,단지명,도로명,주소
51445,서울특별시 구로구 구로동 순영웰라이빌1차 60,서울특별시 구로구 구로동,순영웰라이빌1차,가마산로27길 24,서울특별시 구로구 구로동 가마산로27길 24
51476,서울특별시 구로구 구로동 순영웰라이빌2차 60,서울특별시 구로구 구로동,순영웰라이빌2차,가마산로 280,서울특별시 구로구 구로동 가마산로 280
51514,서울특별시 구로구 구로동 순영웰라이빌2차 70,서울특별시 구로구 구로동,순영웰라이빌2차,가마산로 280,서울특별시 구로구 구로동 가마산로 280
51529,서울특별시 구로구 구로동 신구로자이 130,서울특별시 구로구 구로동,신구로자이,구로중앙로 134,서울특별시 구로구 구로동 구로중앙로 134
51546,서울특별시 구로구 구로동 신구로자이 80,서울특별시 구로구 구로동,신구로자이,구로중앙로 134,서울특별시 구로구 구로동 구로중앙로 134
51595,서울특별시 구로구 구로동 신도림LG자이 80,서울특별시 구로구 구로동,신도림LG자이,새말로18길 64,서울특별시 구로구 구로동 새말로18길 64
51649,서울특별시 구로구 구로동 신도림롯데아파트 60,서울특별시 구로구 구로동,신도림롯데아파트,새말로 31,서울특별시 구로구 구로동 새말로 31
51700,서울특별시 구로구 구로동 신도림롯데아파트 80,서울특별시 구로구 구로동,신도림롯데아파트,새말로 31,서울특별시 구로구 구로동 새말로 31
51754,서울특별시 구로구 구로동 신도림태영타운 100,서울특별시 구로구 구로동,신도림태영타운,새말로 93,서울특별시 구로구 구로동 새말로 93
51781,서울특별시 구로구 구로동 신도림태영타운 60,서울특별시 구로구 구로동,신도림태영타운,새말로 93,서울특별시 구로구 구로동 새말로 93
51857,서울특별시 구로구 구로동 신도림태영타운 80,서울특별시 구로구 구로동,신도림태영타운,새말로 93,서울특별시 구로구 구로동 새말로 93
51966,서울특별시 구로구 구로동 신도림현대 80,서울특별시 구로구 구로동,신도림현대,새말로9길 45,서울특별시 구로구 구로동 새말로9길 45
52063,서울특별시 구로구 구로동 신성미소지움 80,서울특별시 구로구 구로동,신성미소지움,시흥대로161길 50,서울특별시 구로구 구로동 시흥대로161길 50
52091,서울특별시 구로구 구로동 신안타워 60,서울특별시 구로구 구로동,신안타워,구로중앙로 68,서울특별시 구로구 구로동 구로중앙로 68
52105,서울특별시 구로구 구로동 쌍용플래티넘노블 120,서울특별시 구로구 구로동,쌍용플래티넘노블,공원로 40,서울특별시 구로구 구로동 공원로 40
52122,서울특별시 구로구 구로동 영화참마음 80,서울특별시 구로구 구로동,영화참마음,구일로8길 79,서울특별시 구로구 구로동 구일로8길 79
52148,서울특별시 구로구 구로동 우리유앤미 80,서울특별시 구로구 구로동,우리유앤미,구로동로43길 10,서울특별시 구로구 구로동 구로동로43길 10
52172,서울특별시 구로구 구로동 우민늘푸른 70,서울특별시 구로구 구로동,우민늘푸른,도림로20길 50,서울특별시 구로구 구로동 도림로20길 50
52187,서울특별시 구로구 구로동 우방 80,서울특별시 구로구 구로동,우방,구일로 154-17,서울특별시 구로구 구로동 구일로 154-17
52234,서울특별시 구로구 구로동 우성 50,서울특별시 구로구 구로동,우성,공원로6가길 67,서울특별시 구로구 구로동 공원로6가길 67
52259,서울특별시 구로구 구로동 우성 60,서울특별시 구로구 구로동,우성,구일로8길 31,서울특별시 구로구 구로동 구일로8길 31
52304,서울특별시 구로구 구로동 우성 80,서울특별시 구로구 구로동,우성,구일로8길 31,서울특별시 구로구 구로동 구일로8길 31
52341,서울특별시 구로구 구로동 월드 80,서울특별시 구로구 구로동,월드,구로중앙로 229,서울특별시 구로구 구로동 구로중앙로 229
52357,서울특별시 구로구 구로동 이화우성 110,서울특별시 구로구 구로동,이화우성,도림로22길 8,서울특별시 구로구 구로동 도림로22길 8
52381,서울특별시 구로구 구로동 이화우성 60,서울특별시 구로구 구로동,이화우성,도림로22길 8,서울특별시 구로구 구로동 도림로22길 8
52436,서울특별시 구로구 구로동 이화우성 80,서울특별시 구로구 구로동,이화우성,도림로22길 8,서울특별시 구로구 구로동 도림로22길 8
52463,서울특별시 구로구 구로동 종인아네스트 20,서울특별시 구로구 구로동,종인아네스트,공원로7길 11,서울특별시 구로구 구로동 공원로7길 11
52487,서울특별시 구로구 구로동 주공1 70,서울특별시 구로구 구로동,주공1,구일로4길 65,서울특별시 구로구 구로동 구일로4길 65
52579,서울특별시 구로구 구로동 주공1 80,서울특별시 구로구 구로동,주공1,구일로4길 65,서울특별시 구로구 구로동 구일로4길 65
52687,서울특별시 구로구 구로동 주공2 30,서울특별시 구로구 구로동,주공2,구일로4길 22,서울특별시 구로구 구로동 구일로4길 22
52767,서울특별시 구로구 구로동 주공2 40,서울특별시 구로구 구로동,주공2,구일로4길 22,서울특별시 구로구 구로동 구일로4길 22
52844,서울특별시 구로구 구로동 주공2 50,서울특별시 구로구 구로동,주공2,구일로4길 22,서울특별시 구로구 구로동 구일로4길 22
52883,서울특별시 구로구 구로동 중앙하이츠 60,서울특별시 구로구 구로동,중앙하이츠,구로동로47길 24,서울특별시 구로구 구로동 구로동로47길 24
52917,서울특별시 구로구 구로동 중앙하이츠 70,서울특별시 구로구 구로동,중앙하이츠,구일로8길 92,서울특별시 구로구 구로동 구일로8길 92
52962,서울특별시 구로구 구로동 중앙하이츠 80,서울특별시 구로구 구로동,중앙하이츠,구로동로47길 24,서울특별시 구로구 구로동 구로동로47길 24
53075,서울특별시 구로구 구로동 파인마루오피스텔 20,서울특별시 구로구 구로동,파인마루오피스텔,구로중앙로18길 17,서울특별시 구로구 구로동 구로중앙로18길 17
53088,서울특별시 구로구 구로동 하나세인스톤1차 20,서울특별시 구로구 구로동,하나세인스톤1차,구로중앙로28다길 16,서울특별시 구로구 구로동 구로중앙로28다길 16
53112,서울특별시 구로구 구로동 하나세인스톤2차 20,서울특별시 구로구 구로동,하나세인스톤2차,가마산로 284,서울특별시 구로구 구로동 가마산로 284
53145,서울특별시 구로구 구로동 한스타워 60,서울특별시 구로구 구로동,한스타워,공원로 34,서울특별시 구로구 구로동 공원로 34
53165,서울특별시 구로구 구로동 한신 40,서울특별시 구로구 구로동,한신,구일로8길 63,서울특별시 구로구 구로동 구일로8길 63
53263,서울특별시 구로구 구로동 한신 50,서울특별시 구로구 구로동,한신,구일로8길 63,서울특별시 구로구 구로동 구일로8길 63
53304,서울특별시 구로구 구로동 한신 60,서울특별시 구로구 구로동,한신,구일로8길 63,서울특별시 구로구 구로동 구일로8길 63
53325,서울특별시 구로구 구로동 한신휴플러스 50,서울특별시 구로구 구로동,한신휴플러스,디지털로31길 120,서울특별시 구로구 구로동 디지털로31길 120
53384,서울특별시 구로구 구로동 한신휴플러스 60,서울특별시 구로구 구로동,한신휴플러스,디지털로31길 120,서울특별시 구로구 구로동 디지털로31길 120
53452,서울특별시 구로구 구로동 한일유앤아이 80,서울특별시 구로구 구로동,한일유앤아이,가마산로 87,서울특별시 구로구 구로동 가마산로 87
53525,서울특별시 구로구 구로동 현대 60,서울특별시 구로구 구로동,현대,구로중앙로18길 68,서울특별시 구로구 구로동 구로중앙로18길 68
53565,서울특별시 구로구 구로동 현대로얄 50,서울특별시 구로구 구로동,현대로얄,가마산로 97,서울특별시 구로구 구로동 가마산로 97
53586,서울특별시 구로구 구로동 현대로얄 70,서울특별시 구로구 구로동,현대로얄,가마산로 97,서울특별시 구로구 구로동 가마산로 97
53602,서울특별시 구로구 구로동 현대상선 60,서울특별시 구로구 구로동,현대상선,구일로10길 53,서울특별시 구로구 구로동 구일로10길 53
53628,서울특별시 구로구 구로동 현대상선 80,서울특별시 구로구 구로동,현대상선,구일로10길 53,서울특별시 구로구 구로동 구일로10길 53
53663,서울특별시 구로구 구로동 현대연예인 50,서울특별시 구로구 구로동,현대연예인,구일로4길 46,서울특별시 구로구 구로동 구일로4길 46
53707,서울특별시 구로구 구로동 현대연예인 70,서울특별시 구로구 구로동,현대연예인,구일로4길 46,서울특별시 구로구 구로동 구일로4길 46
53735,서울특별시 구로구 구로동 현대연예인 80,서울특별시 구로구 구로동,현대연예인,구일로4길 46,서울특별시 구로구 구로동 구일로4길 46
53806,서울특별시 구로구 구로동 현대의보아파트 80,서울특별시 구로구 구로동,현대의보아파트,구일로8길 121,서울특별시 구로구 구로동 구일로8길 121
53832,서울특별시 구로구 궁동 다청림 80,서울특별시 구로구 궁동,다청림,오리로20길 42,서울특별시 구로구 궁동 오리로20길 42
53857,서울특별시 구로구 신도림동 SKVIEW 80,서울특별시 구로구 신도림동,SKVIEW,경인로 638,서울특별시 구로구 신도림동 경인로 638
53922,서울특별시 구로구 신도림동 대림1 100,서울특별시 구로구 신도림동,대림1,신도림로 16,서울특별시 구로구 신도림동 신도림로 16
53940,서울특별시 구로구 신도림동 대림1 60,서울특별시 구로구 신도림동,대림1,신도림로 16,서울특별시 구로구 신도림동 신도림로 16
54112,서울특별시 구로구 신도림동 대림1 80,서울특별시 구로구 신도림동,대림1,신도림로 16,서울특별시 구로구 신도림동 신도림로 16
54143,서울특별시 구로구 신도림동 대림2 130,서울특별시 구로구 신도림동,대림2,신도림로 16,서울특별시 구로구 신도림동 신도림로 16
54166,서울특별시 구로구 신도림동 대림2 60,서울특별시 구로구 신도림동,대림2,신도림로 16,서울특별시 구로구 신도림동 신도림로 16
54255,서울특별시 구로구 신도림동 대림2 80,서울특별시 구로구 신도림동,대림2,신도림로 16,서울특별시 구로구 신도림동 신도림로 16
54341,서울특별시 구로구 신도림동 대림3 80,서울특별시 구로구 신도림동,대림3,신도림로 11,서울특별시 구로구 신도림동 신도림로 11
54367,서울특별시 구로구 신도림동 대림e-편한세상4 120,서울특별시 구로구 신도림동,대림e-편한세상4,경인로65길 16-15,서울특별시 구로구 신도림동 경인로65길 16-15
54426,서울특별시 구로구 신도림동 대림e-편한세상4 80,서울특별시 구로구 신도림동,대림e-편한세상4,경인로65길 16-15,서울특별시 구로구 신도림동 경인로65길 16-15
54470,서울특별시 구로구 신도림동 대림e-편한세상5 80,서울특별시 구로구 신도림동,대림e-편한세상5,신도림로 32,서울특별시 구로구 신도림동 신도림로 32
54537,서울특별시 구로구 신도림동 대림e-편한세상7 120,서울특별시 구로구 신도림동,대림e-편한세상7,신도림로 56-13,서울특별시 구로구 신도림동 신도림로 56-13
54557,서울특별시 구로구 신도림동 대림e-편한세상7 80,서울특별시 구로구 신도림동,대림e-편한세상7,신도림로 56-13,서울특별시 구로구 신도림동 신도림로 56-13
54600,서울특별시 구로구 신도림동 동아1 170,서울특별시 구로구 신도림동,동아1,신도림로 87,서울특별시 구로구 신도림동 신도림로 87
54632,서울특별시 구로구 신도림동 동아1 60,서울특별시 구로구 신도림동,동아1,신도림로 87,서울특별시 구로구 신도림동 신도림로 87
54683,서울특별시 구로구 신도림동 동아1 80,서울특별시 구로구 신도림동,동아1,신도림로 87,서울특별시 구로구 신도림동 신도림로 87
54757,서울특별시 구로구 신도림동 동아2 60,서울특별시 구로구 신도림동,동아2,경인로 643,서울특별시 구로구 신도림동 경인로 643
54815,서울특별시 구로구 신도림동 동아2 80,서울특별시 구로구 신도림동,동아2,경인로 643,서울특별시 구로구 신도림동 경인로 643
54860,서울특별시 구로구 신도림동 동아3 140,서울특별시 구로구 신도림동,동아3,신도림로 78,서울특별시 구로구 신도림동 신도림로 78
54879,서울특별시 구로구 신도림동 동아3 60,서울특별시 구로구 신도림동,동아3,신도림로 78,서울특별시 구로구 신도림동 신도림로 78
54936,서울특별시 구로구 신도림동 동아3 80,서울특별시 구로구 신도림동,동아3,신도림로 78,서울특별시 구로구 신도림동 신도림로 78
54984,서울특별시 구로구 신도림동 디큐브시티 130,서울특별시 구로구 신도림동,디큐브시티,경인로 662,서울특별시 구로구 신도림동 경인로 662
55023,서울특별시 구로구 신도림동 디큐브시티 60,서울특별시 구로구 신도림동,디큐브시티,경인로 662,서울특별시 구로구 신도림동 경인로 662
55052,서울특별시 구로구 신도림동 미성 40,서울특별시 구로구 신도림동,미성,신도림로11가길 36,서울특별시 구로구 신도림동 신도림로11가길 36
55119,서울특별시 구로구 신도림동 미성 50,서울특별시 구로구 신도림동,미성,신도림로11가길 36,서울특별시 구로구 신도림동 신도림로11가길 36
55157,서울특별시 구로구 신도림동 미성 70,서울특별시 구로구 신도림동,미성,신도림로11가길 36,서울특별시 구로구 신도림동 신도림로11가길 36
55192,서울특별시 구로구 신도림동 미성 80,서울특별시 구로구 신도림동,미성,신도림로11가길 36,서울특별시 구로구 신도림동 신도림로11가길 36
55227,서울특별시 구로구 신도림동 신도림3차푸르지오 80,서울특별시 구로구 신도림동,신도림3차푸르지오,경인로 619-3,서울특별시 구로구 신도림동 경인로 619-3
55260,서울특별시 구로구 신도림동 신도림팰러티움 80,서울특별시 구로구 신도림동,신도림팰러티움,경인로 584,서울특별시 구로구 신도림동 경인로 584
55296,서울특별시 구로구 신도림동 신성은하수 60,서울특별시 구로구 신도림동,신성은하수,경인로66길 5,서울특별시 구로구 신도림동 경인로66길 5
55314,서울특별시 구로구 신도림동 우성1 70,서울특별시 구로구 신도림동,우성1,신도림로 110,서울특별시 구로구 신도림동 신도림로 110
55329,서울특별시 구로구 신도림동 우성2 80,서울특별시 구로구 신도림동,우성2,신도림로 105,서울특별시 구로구 신도림동 신도림로 105
55383,서울특별시 구로구 신도림동 우성3 80,서울특별시 구로구 신도림동,우성3,신도림로21길 25,서울특별시 구로구 신도림동 신도림로21길 25
55424,서울특별시 구로구 신도림동 현대홈타운아파트 60,서울특별시 구로구 신도림동,현대홈타운아파트,신도림로19길 16,서울특별시 구로구 신도림동 신도림로19길 16
55468,서울특별시 구로구 오류동 경남아너스빌 80,서울특별시 구로구 오류동,경남아너스빌,오류로 65,서울특별시 구로구 오류동 오류로 65
55509,서울특별시 구로구 오류동 금강 60,서울특별시 구로구 오류동,금강,오리로 1197,서울특별시 구로구 오류동 오리로 1197
55612,서울특별시 구로구 오류동 금강 80,서울특별시 구로구 오류동,금강,오리로 1197,서울특별시 구로구 오류동 오리로 1197
55711,서울특별시 구로구 오류동 다청림 40,서울특별시 구로구 오류동,다청림,서해안로 2275,서울특별시 구로구 오류동 서해안로 2275
55741,서울특별시 구로구 오류동 동보 60,서울특별시 구로구 오류동,동보,오리로13가길 30,서울특별시 구로구 오류동 오리로13가길 30
55759,서울특별시 구로구 오류동 동부 60,서울특별시 구로구 오류동,동부,경인로 248-14,서울특별시 구로구 오류동 경인로 248-14
55808,서울특별시 구로구 오류동 동부 80,서울특별시 구로구 오류동,동부,경인로 248-13,서울특별시 구로구 오류동 경인로 248-13
55836,서울특별시 구로구 오류동 동부골든 110,서울특별시 구로구 오류동,동부골든,고척로 49,서울특별시 구로구 오류동 고척로 49
55923,서울특별시 구로구 오류동 동부골든 60,서울특별시 구로구 오류동,동부골든,고척로 49,서울특별시 구로구 오류동 고척로 49
55987,서울특별시 구로구 오류동 동부골든 70,서울특별시 구로구 오류동,동부골든,고척로 49,서울특별시 구로구 오류동 고척로 49
56025,서울특별시 구로구 오류동 동부골든 80,서울특별시 구로구 오류동,동부골든,고척로 49,서울특별시 구로구 오류동 고척로 49
56058,서울특별시 구로구 오류동 동선 60,서울특별시 구로구 오류동,동선,경인로 158,서울특별시 구로구 오류동 경인로 158
56110,서울특별시 구로구 오류동 라인 60,서울특별시 구로구 오류동,라인,경인로 230-13,서울특별시 구로구 오류동 경인로 230-13
56127,서울특별시 구로구 오류동 라인 80,서울특별시 구로구 오류동,라인,경인로 230-13,서울특별시 구로구 오류동 경인로 230-13
56144,서울특별시 구로구 오류동 삼천리 60,서울특별시 구로구 오류동,삼천리,경인로8길 75,서울특별시 구로구 오류동 경인로8길 75
56205,서울특별시 구로구 오류동 삼천리 80,서울특별시 구로구 오류동,삼천리,경인로8길 75,서울특별시 구로구 오류동 경인로8길 75
56237,서울특별시 구로구 오류동 서해그랑블 80,서울특별시 구로구 오류동,서해그랑블,오리로13길 90-3,서울특별시 구로구 오류동 오리로13길 90-3
56274,서울특별시 구로구 오류동 영풍마드레빌 60,서울특별시 구로구 오류동,영풍마드레빌,경인로8길 64,서울특별시 구로구 오류동 경인로8길 64
56315,서울특별시 구로구 오류동 영풍마드레빌 80,서울특별시 구로구 오류동,영풍마드레빌,경인로8길 64,서울특별시 구로구 오류동 경인로8길 64
56393,서울특별시 구로구 오류동 오류동금호어울림 60,서울특별시 구로구 오류동,오류동금호어울림,고척로 41,서울특별시 구로구 오류동 고척로 41
56413,서울특별시 구로구 오류동 오류동푸르지오 60,서울특별시 구로구 오류동,오류동푸르지오,오류로8길 11,서울특별시 구로구 오류동 오류로8길 11
56436,서울특별시 구로구 오류동 오류동푸르지오 80,서울특별시 구로구 오류동,오류동푸르지오,오류로8길 11,서울특별시 구로구 오류동 오류로8길 11
56472,서울특별시 구로구 오류동 오류동휘버스 80,서울특별시 구로구 오류동,오류동휘버스,고척로18길 77,서울특별시 구로구 오류동 고척로18길 77
56489,서울특별시 구로구 오류동 우림필유 60,서울특별시 구로구 오류동,우림필유,서해안로 2368,서울특별시 구로구 오류동 서해안로 2368
56504,서울특별시 구로구 오류동 은하수수목원 80,서울특별시 구로구 오류동,은하수수목원,경인로2길 29,서울특별시 구로구 오류동 경인로2길 29
56519,서울특별시 구로구 오류동 이좋은집 40,서울특별시 구로구 오류동,이좋은집,경인로20나길 30,서울특별시 구로구 오류동 경인로20나길 30
56562,서울특별시 구로구 오류동 한신플러스타운 60,서울특별시 구로구 오류동,한신플러스타운,고척로 52,서울특별시 구로구 오류동 고척로 52
56591,서울특별시 구로구 오류동 한신플러스타운 80,서울특별시 구로구 오류동,한신플러스타운,고척로 52,서울특별시 구로구 오류동 고척로 52
56615,서울특별시 구로구 온수동 온수힐스테이트 100,서울특별시 구로구 온수동,온수힐스테이트,부일로9길 127,서울특별시 구로구 온수동 부일로9길 127
56662,서울특별시 구로구 온수동 온수힐스테이트 120,서울특별시 구로구 온수동,온수힐스테이트,부일로9길 127,서울특별시 구로구 온수동 부일로9길 127
56681,서울특별시 구로구 온수동 온수힐스테이트 60,서울특별시 구로구 온수동,온수힐스테이트,부일로9길 127,서울특별시 구로구 온수동 부일로9길 127
56762,서울특별시 구로구 온수동 온수힐스테이트 80,서울특별시 구로구 온수동,온수힐스테이트,부일로9길 127,서울특별시 구로구 온수동 부일로9길 127
56860,서울특별시 구로구 천왕동 천왕연지타운2단지 100,서울특별시 구로구 천왕동,천왕연지타운2단지,오리로 1102-10,서울특별시 구로구 천왕동 오리로 1102-10
56882,서울특별시 구로구 천왕동 천왕연지타운2단지 80,서울특별시 구로구 천왕동,천왕연지타운2단지,오리로 1102-10,서울특별시 구로구 천왕동 오리로 1102-10
56945,서울특별시 구로구 천왕동 천왕이펜하우스4단지 80,서울특별시 구로구 천왕동,천왕이펜하우스4단지,천왕로 29,서울특별시 구로구 천왕동 천왕로 29
56978,서울특별시 구로구 천왕동 천왕이펜하우스6단지 80,서울특별시 구로구 천왕동,천왕이펜하우스6단지,천왕로 9,서울특별시 구로구 천왕동 천왕로 9
57016,서울특별시 구로구 항동 현대홈타운스위트 80,서울특별시 구로구 항동,현대홈타운스위트,연동로13길 25,서울특별시 구로구 항동 연동로13길 25
57075,서울특별시 금천구 가산동 덕산 60,서울특별시 금천구 가산동,덕산,시흥대로151길 45,서울특별시 금천구 가산동 시흥대로151길 45
57094,서울특별시 금천구 가산동 두산 100,서울특별시 금천구 가산동,두산,가산로 99,서울특별시 금천구 가산동 가산로 99
57116,서울특별시 금천구 가산동 두산 130,서울특별시 금천구 가산동,두산,가산로 99,서울특별시 금천구 가산동 가산로 99
57146,서울특별시 금천구 가산동 두산 60,서울특별시 금천구 가산동,두산,가산로 99,서울특별시 금천구 가산동 가산로 99
57280,서울특별시 금천구 가산동 두산 80,서울특별시 금천구 가산동,두산,가산로 99,서울특별시 금천구 가산동 가산로 99
57373,서울특별시 금천구 가산동 삼익 60,서울특별시 금천구 가산동,삼익,두산로9길 56,서울특별시 금천구 가산동 두산로9길 56
57397,서울특별시 금천구 독산동 계룡아파트 60,서울특별시 금천구 독산동,계룡아파트,범안로15길 7,서울특별시 금천구 독산동 범안로15길 7
57416,서울특별시 금천구 독산동 금천롯데캐슬골드파크1차 60,서울특별시 금천구 독산동,금천롯데캐슬골드파크1차,벚꽃로 40,서울특별시 금천구 독산동 벚꽃로 40
57464,서울특별시 금천구 독산동 금천롯데캐슬골드파크1차 70,서울특별시 금천구 독산동,금천롯데캐슬골드파크1차,벚꽃로 40,서울특별시 금천구 독산동 벚꽃로 40
57501,서울특별시 금천구 독산동 금천롯데캐슬골드파크1차 80,서울특별시 금천구 독산동,금천롯데캐슬골드파크1차,벚꽃로 40,서울특별시 금천구 독산동 벚꽃로 40
57640,서울특별시 금천구 독산동 금천롯데캐슬골드파크3차 60,서울특별시 금천구 독산동,금천롯데캐슬골드파크3차,시흥대로 291-1,서울특별시 금천구 독산동 시흥대로 291-1
57702,서울특별시 금천구 독산동 금천현대 60,서울특별시 금천구 독산동,금천현대,벚꽃로 73,서울특별시 금천구 독산동 벚꽃로 73
57852,서울특별시 금천구 독산동 금천현대 80,서울특별시 금천구 독산동,금천현대,벚꽃로 73,서울특별시 금천구 독산동 벚꽃로 73
57958,서울특별시 금천구 독산동 독산동중앙하이츠빌 80,서울특별시 금천구 독산동,독산동중앙하이츠빌,범안로 1136,서울특별시 금천구 독산동 범안로 1136
58065,서울특별시 금천구 독산동 독산동한양수자인 70,서울특별시 금천구 독산동,독산동한양수자인,시흥대로150길 6,서울특별시 금천구 독산동 시흥대로150길 6
58107,서울특별시 금천구 독산동 독산주공14단지 40,서울특별시 금천구 독산동,독산주공14단지,한내로 69-54,서울특별시 금천구 독산동 한내로 69-54
58295,서울특별시 금천구 독산동 독산주공14단지 80,서울특별시 금천구 독산동,독산주공14단지,한내로 69-54,서울특별시 금천구 독산동 한내로 69-54
58313,서울특별시 금천구 독산동 독산현대 60,서울특별시 금천구 독산동,독산현대,범안로17길 12,서울특별시 금천구 독산동 범안로17길 12
58342,서울특별시 금천구 독산동 라이프 80,서울특별시 금천구 독산동,라이프,벚꽃로 60,서울특별시 금천구 독산동 벚꽃로 60
58371,서울특별시 금천구 독산동 신도브래뉴 60,서울특별시 금천구 독산동,신도브래뉴,시흥대로152길 25,서울특별시 금천구 독산동 시흥대로152길 25
58399,서울특별시 금천구 독산동 신도브래뉴 70,서울특별시 금천구 독산동,신도브래뉴,시흥대로152길 25,서울특별시 금천구 독산동 시흥대로152길 25
58420,서울특별시 금천구 독산동 이랜드해가든 80,서울특별시 금천구 독산동,이랜드해가든,벚꽃로6길 3,서울특별시 금천구 독산동 벚꽃로6길 3
58459,서울특별시 금천구 독산동 진도3차아파트 60,서울특별시 금천구 독산동,진도3차아파트,범안로17길 41,서울특별시 금천구 독산동 범안로17길 41
58475,서울특별시 금천구 독산동 한신아파트 130,서울특별시 금천구 독산동,한신아파트,한내로 62,서울특별시 금천구 독산동 한내로 62
58529,서울특별시 금천구 독산동 한신아파트 90,서울특별시 금천구 독산동,한신아파트,한내로 62,서울특별시 금천구 독산동 한내로 62
58664,서울특별시 금천구 시흥동 SM엘루이 80,서울특별시 금천구 시흥동,SM엘루이,시흥대로37길 20,서울특별시 금천구 시흥동 시흥대로37길 20
58683,서울특별시 금천구 시흥동 경남아파트 60,서울특별시 금천구 시흥동,경남아파트,독산로 78-1,서울특별시 금천구 시흥동 독산로 78-1
58696,서울특별시 금천구 시흥동 관악산벽산타운5 110,서울특별시 금천구 시흥동,관악산벽산타운5,금하로 816,서울특별시 금천구 시흥동 금하로 816
58891,서울특별시 금천구 시흥동 관악산벽산타운5 60,서울특별시 금천구 시흥동,관악산벽산타운5,금하로 816,서울특별시 금천구 시흥동 금하로 816
59164,서울특별시 금천구 시흥동 관악산벽산타운5 80,서울특별시 금천구 시흥동,관악산벽산타운5,금하로 816,서울특별시 금천구 시흥동 금하로 816
59501,서울특별시 금천구 시흥동 관악산신도브래뉴 80,서울특별시 금천구 시흥동,관악산신도브래뉴,금하로24나길 48,서울특별시 금천구 시흥동 금하로24나길 48
59522,서울특별시 금천구 시흥동 금강 60,서울특별시 금천구 시흥동,금강,독산로50길 57-2,서울특별시 금천구 시흥동 독산로50길 57-2
59544,서울특별시 금천구 시흥동 금강 80,서울특별시 금천구 시흥동,금강,독산로50길 57-2,서울특별시 금천구 시흥동 독산로50길 57-2
59559,서울특별시 금천구 시흥동 남서울건영2 40,서울특별시 금천구 시흥동,남서울건영2,독산로10길 96,서울특별시 금천구 시흥동 독산로10길 96
59639,서울특별시 금천구 시흥동 남서울건영2 60,서울특별시 금천구 시흥동,남서울건영2,독산로10길 96,서울특별시 금천구 시흥동 독산로10길 96
59724,서울특별시 금천구 시흥동 남서울건영아파트 50,서울특별시 금천구 시흥동,남서울건영아파트,시흥대로59길 35,서울특별시 금천구 시흥동 시흥대로59길 35
59754,서울특별시 금천구 시흥동 남서울힐스테이트 120,서울특별시 금천구 시흥동,남서울힐스테이트,시흥대로 165,서울특별시 금천구 시흥동 시흥대로 165
59797,서울특별시 금천구 시흥동 남서울힐스테이트 60,서울특별시 금천구 시흥동,남서울힐스테이트,시흥대로 165,서울특별시 금천구 시흥동 시흥대로 165
59885,서울특별시 금천구 시흥동 남서울힐스테이트 80,서울특별시 금천구 시흥동,남서울힐스테이트,시흥대로 165,서울특별시 금천구 시흥동 시흥대로 165
60066,서울특별시 금천구 시흥동 럭키남서울아파트 40,서울특별시 금천구 시흥동,럭키남서울아파트,시흥대로47길 43,서울특별시 금천구 시흥동 시흥대로47길 43
60153,서울특별시 금천구 시흥동 럭키남서울아파트 50,서울특별시 금천구 시흥동,럭키남서울아파트,시흥대로47길 43,서울특별시 금천구 시흥동 시흥대로47길 43
60249,서울특별시 금천구 시흥동 럭키남서울아파트 60,서울특별시 금천구 시흥동,럭키남서울아파트,시흥대로47길 43,서울특별시 금천구 시흥동 시흥대로47길 43
60272,서울특별시 금천구 시흥동 벽산 110,서울특별시 금천구 시흥동,벽산,금하로 793,서울특별시 금천구 시흥동 금하로 793
60446,서울특별시 금천구 시흥동 벽산 60,서울특별시 금천구 시흥동,벽산,금하로 793,서울특별시 금천구 시흥동 금하로 793
60543,서울특별시 금천구 시흥동 벽산 80,서울특별시 금천구 시흥동,벽산,금하로 793,서울특별시 금천구 시흥동 금하로 793
60703,서울특별시 금천구 시흥동 벽산3 60,서울특별시 금천구 시흥동,벽산3,탑골로 84,서울특별시 금천구 시흥동 탑골로 84
60734,서울특별시 금천구 시흥동 벽산3 80,서울특별시 금천구 시흥동,벽산3,탑골로 84,서울특별시 금천구 시흥동 탑골로 84
60751,서울특별시 금천구 시흥동 산호시티빌 40,서울특별시 금천구 시흥동,산호시티빌,시흥대로 251,서울특별시 금천구 시흥동 시흥대로 251
60774,서울특별시 금천구 시흥동 삼익 110,서울특별시 금천구 시흥동,삼익,독산로50길 89,서울특별시 금천구 시흥동 독산로50길 89
60802,서울특별시 금천구 시흥동 삼익 60,서울특별시 금천구 시흥동,삼익,독산로50길 89,서울특별시 금천구 시흥동 독산로50길 89
60876,서울특별시 금천구 시흥동 삼익 80,서울특별시 금천구 시흥동,삼익,독산로50길 89,서울특별시 금천구 시흥동 독산로50길 89
60914,서울특별시 금천구 시흥동 성지 80,서울특별시 금천구 시흥동,성지,시흥대로51길 55,서울특별시 금천구 시흥동 시흥대로51길 55
60937,서울특별시 금천구 시흥동 시흥 40,서울특별시 금천구 시흥동,시흥,독산로24나길 13,서울특별시 금천구 시흥동 독산로24나길 13
60971,서울특별시 금천구 시흥동 시흥동월드메르디앙 60,서울특별시 금천구 시흥동,시흥동월드메르디앙,독산로36길 36,서울특별시 금천구 시흥동 독산로36길 36
