연번,ID,매매_18년_1분기,등락율18_1,전세가율18_1,전용면적,구별인구,거래량1,거래량18,거래허가제TF,아파트TF,주상복합TF,도시형주택TF,일반분양TF,복합분양TF,임대분양TF,사용승인년도,동당세대수,승강기합계,동수,세대수,관리원당세대수,승강기당세대수,세대당주차수,지하주차비율,세대당cctv수,관리인원수,연간소독횟수,관리위탁여부,개별난방TF,중앙난방TF,지역난방TF,복도식TF,혼합형TF,계단식TF,메이저시공사TF,조합시행TF,철근철골구조TF,홈네트워크TF,관리시설수
2,서울특별시 강남구 개포동 개포주공5단지 60,136667, - ,31.2,60,557865,3,0,0,1,0,0,1,0,0,1983,156.6666667,91,6,940,24.73684211,10.32967033,0.693617021,0,0.058510638,38,8,1,0,0,1,1,0,0,0,0,0,0,5
3,서울특별시 강남구 개포동 개포주공5단지 80,177417, - ,25.4,80,557865,0,0,0,1,0,0,1,0,0,1983,156.6666667,91,6,940,24.73684211,10.32967033,0.693617021,0,0.058510638,38,8,1,0,0,1,1,0,0,0,0,0,0,5
4,서울특별시 강남구 개포동 개포주공6단지 50,125900,9.1,30.1,50,557865,3,0,0,1,0,0,1,0,0,1983,117.7777778,103,9,1060,26.5,10.29126214,1.037735849,0,0.035849057,40,12,1,0,0,1,0,1,0,1,0,0,0,3
6,서울특별시 강남구 개포동 개포주공6단지 60,135200,9,31.8,60,557865,2,0,0,1,0,0,1,0,0,1983,117.7777778,103,9,1060,26.5,10.29126214,1.037735849,0,0.035849057,40,12,1,0,0,1,0,1,0,1,0,0,0,3
8,서울특별시 강남구 개포동 개포주공6단지 70,151500,10.5,33.2,70,557865,2,0,0,1,0,0,1,0,0,1983,117.7777778,103,9,1060,26.5,10.29126214,1.037735849,0,0.035849057,40,12,1,0,0,1,0,1,0,1,0,0,0,3
10,서울특별시 강남구 개포동 개포주공6단지 80,163500,8.9,32.2,80,557865,2,0,0,1,0,0,1,0,0,1983,117.7777778,103,9,1060,26.5,10.29126214,1.037735849,0,0.035849057,40,12,1,0,0,1,0,1,0,1,0,0,0,3
12,서울특별시 강남구 개포동 개포주공7단지 50,120300, - ,32.1,50,557865,3,0,0,1,0,0,1,0,0,1983,117.7777778,103,9,1060,26.5,10.29126214,1.037735849,0,0.035849057,40,12,1,0,0,1,0,1,0,1,0,0,0,3
14,서울특별시 강남구 개포동 개포주공7단지 60,134750, - ,32,60,557865,2,0,0,1,0,0,1,0,0,1983,117.7777778,103,9,1060,26.5,10.29126214,1.037735849,0,0.035849057,40,12,1,0,0,1,0,1,0,1,0,0,0,3
16,서울특별시 강남구 개포동 개포주공7단지 70,151625,6.3,32.2,70,557865,4,0,0,1,0,0,1,0,0,1983,117.7777778,103,9,1060,26.5,10.29126214,1.037735849,0,0.035849057,40,12,1,0,0,1,0,1,0,1,0,0,0,3
18,서울특별시 강남구 개포동 개포주공7단지 80,167000,9.3,29.4,80,557865,3,0,0,1,0,0,1,0,0,1983,117.7777778,103,9,1060,26.5,10.29126214,1.037735849,0,0.035849057,40,12,1,0,0,1,0,1,0,1,0,0,0,3
20,서울특별시 강남구 개포동 경남1 100,165000,10.8,41.4,100,557865,0,0,0,1,0,0,1,0,0,1984,75.33333333,117,9,678,15.40909091,5.794871795,1.101769912,0,0.150442478,44,4,1,0,0,1,0,0,1,0,0,0,0,4
21,서울특별시 강남구 개포동 경남2차 180,205500,4.9,47.9,180,557865,1,0,0,1,0,0,1,0,0,1984,75.33333333,117,9,678,15.40909091,5.794871795,1.101769912,0,0.150442478,44,4,1,0,0,1,0,0,1,0,0,0,0,4
22,서울특별시 강남구 개포동 디에이치아너힐즈 80,237500, - ,34.6,80,557865,0,1,0,1,0,0,0,1,0,2019,57.39130435,150,23,1320,24.44444444,8.8,1.593181818,1,0.563636364,54,,1,0,0,1,0,1,0,1,1,0,1,9
23,서울특별시 강남구 개포동 래미안블레스티지 60,151400, - ,35,60,557865,0,3,0,1,0,0,0,1,0,2019,85.08695652,200,23,1957,30.10769231,9.785,1.611139499,1,0.416964742,65,4,1,0,0,1,0,0,1,1,1,0,1,10
24,서울특별시 강남구 개포동 래미안블레스티지 80,200125, - ,46.1,80,557865,0,0,0,1,0,0,0,1,0,2019,85.08695652,200,23,1957,30.10769231,9.785,1.611139499,1,0.416964742,65,4,1,0,0,1,0,0,1,1,1,0,1,10
25,서울특별시 강남구 개포동 삼익대청아파트 40,86260, - ,36.6,40,557865,5,0,0,1,0,0,1,0,0,1992,137,61,6,822,31.61538462,13.47540984,0.335766423,0.097826087,0.055961071,26,12,1,0,0,1,1,0,0,0,0,0,0,3
26,서울특별시 강남구 개포동 삼익대청아파트 50,96417,9.8,40.7,50,557865,6,0,0,1,0,0,1,0,0,1992,137,61,6,822,31.61538462,13.47540984,0.335766423,0.097826087,0.055961071,26,12,1,0,0,1,1,0,0,0,0,0,0,3
27,서울특별시 강남구 개포동 삼익대청아파트 60,110500, - ,41.2,60,557865,2,0,0,1,0,0,1,0,0,1992,137,61,6,822,31.61538462,13.47540984,0.335766423,0.097826087,0.055961071,26,12,1,0,0,1,1,0,0,0,0,0,0,3
28,서울특별시 강남구 개포동 성원대치2단지아파트 30,71563,10.8,34.8,30,557865,8,3,0,1,0,0,1,0,0,1992,159.3636364,123,11,1753,33.0754717,14.25203252,0.291500285,0.142857143,0.057045066,53,12,1,0,0,1,1,0,0,0,0,0,0,5
29,서울특별시 강남구 개포동 성원대치2단지아파트 40,84680,7.6,35.6,40,557865,5,1,0,1,0,0,1,0,0,1992,159.3636364,123,11,1753,33.0754717,14.25203252,0.291500285,0.142857143,0.057045066,53,12,1,0,0,1,1,0,0,0,0,0,0,5
30,서울특별시 강남구 개포동 성원대치2단지아파트 50,95711,3.9,40.6,50,557865,9,0,0,1,0,0,1,0,0,1992,159.3636364,123,11,1753,33.0754717,14.25203252,0.291500285,0.142857143,0.057045066,53,12,1,0,0,1,1,0,0,0,0,0,0,5
31,서울특별시 강남구 개포동 우성8 80,137333,4.6,48.7,80,557865,3,1,0,1,0,0,1,0,0,1987,87,50,3,261,16.3125,5.22,0.528735632,0,0.210727969,16,12,1,0,0,1,0,1,0,0,1,0,0,3
32,서울특별시 강남구 개포동 현대1차101동~106동 100,153000, - ,42.5,100,557865,1,0,0,1,0,0,1,0,0,1984,69.33333333,77,6,416,14.34482759,5.402597403,1.088942308,0,0.146634615,29,12,0,0,0,1,0,0,1,1,0,0,0,4
33,서울특별시 강남구 개포동 현대1차101동~106동 180,204000,4.4,44.6,180,557865,2,0,0,1,0,0,1,0,0,1984,69.33333333,77,6,416,14.34482759,5.402597403,1.088942308,0,0.146634615,29,12,0,0,0,1,0,0,1,1,0,0,0,4
34,서울특별시 강남구 논현동 동양파라곤 160,195786,-4.5,81.7,160,557865,7,0,0,1,0,0,1,0,0,2004,50.75,75,4,203,6.34375,2.706666667,2.81773399,1,0.0591133,32,12,1,1,0,0,0,0,1,0,0,0,0,2
35,서울특별시 강남구 논현동 동현아파트1~6 80,135000,14.1,35.8,80,557865,1,0,0,1,0,0,1,0,0,1985,91.33333333,76,6,548,21.07692308,7.210526316,1.058394161,0,0.166058394,26,,0,0,0,1,0,0,1,0,0,1,0,3
36,서울특별시 강남구 논현동 마일스디오빌 40,40500, - ,77.8,40,557865,4,4,0,0,1,0,1,0,0,2004,260,34,1,260,20,7.647058824,0.769230769,0.92,0.123076923,13,4,1,1,0,0,1,0,0,1,0,0,0,1
37,서울특별시 강남구 논현동 신동아 110,128500,7,47.5,110,557865,2,0,0,1,0,0,1,0,0,1997,107.3333333,64,6,644,32.2,10.0625,1.062111801,0.669590643,0.065217391,20,12,1,1,0,0,0,1,0,0,1,0,0,3
38,서울특별시 강남구 논현동 신동아 40,66900,2.9,50.3,40,557865,3,4,0,1,0,0,1,0,0,1997,107.3333333,64,6,644,32.2,10.0625,1.062111801,0.669590643,0.065217391,20,12,1,1,0,0,0,1,0,0,1,0,0,3
39,서울특별시 강남구 논현동 신동아 80,107333,4.6,58.9,80,557865,3,0,0,1,0,0,1,0,0,1997,107.3333333,64,6,644,32.2,10.0625,1.062111801,0.669590643,0.065217391,20,12,1,1,0,0,0,1,0,0,1,0,0,3
40,서울특별시 강남구 논현동 쌍용 60,72000,9.4,61.1,60,557865,1,0,0,1,0,0,1,0,0,1996,111,3,1,111,0,37,0,0,0,0,,0,1,0,0,1,0,0,0,1,0,0,3
41,서울특별시 강남구 논현동 아크로힐스논현 110,181500,11.8,71.6,110,557865,4,1,0,1,0,0,0,1,0,2014,92,47,4,368,23,7.829787234,1.752717391,1,0.456521739,16,4,1,0,0,1,0,0,1,1,1,0,1,10
42,서울특별시 강남구 논현동 아크로힐스논현 80,152750,12.1,62.7,80,557865,2,0,0,1,0,0,0,1,0,2014,92,47,4,368,23,7.829787234,1.752717391,1,0.456521739,16,4,1,0,0,1,0,0,1,1,1,0,1,10
45,서울특별시 강남구 대치동 개포우성1 130,265000,-1.9,41.8,130,557865,1,0,1,1,0,0,1,0,0,1983,81.42857143,273,14,1140,9.827586207,4.175824176,1.078947368,0,0.14122807,116,12,1,0,1,0,0,0,1,0,0,0,0,4
46,서울특별시 강남구 대치동 개포우성1 80,198000,-1,41.4,80,557865,1,1,1,1,0,0,1,0,0,1983,81.42857143,273,14,1140,9.827586207,4.175824176,1.078947368,0,0.14122807,116,12,1,0,1,0,0,0,1,0,0,0,0,4
47,서울특별시 강남구 대치동 개포우성2 130,281000,3.7,42.8,130,557865,2,0,1,1,0,0,1,0,0,1983,81.42857143,273,14,1140,9.827586207,4.175824176,1.078947368,0,0.14122807,116,12,1,0,1,0,0,0,1,0,0,0,0,4
49,서울특별시 강남구 대치동 대우아이빌명문가 30,30733, - ,80.3,30,557865,3,1,1,0,1,0,1,0,0,2004,210,20,1,210,35,10.5,1,0.957142857,0.304761905,6,12,1,1,0,0,1,0,0,1,0,0,1,2
50,서울특별시 강남구 대치동 대치삼성 100,181000,8.6,59.2,100,557865,2,0,1,1,0,0,1,0,0,2000,68.57142857,99,14,960,27.42857143,9.696969697,1.289583333,0.816639742,0.182291667,35,12,1,0,0,1,0,1,0,1,0,0,0,6
51,서울특별시 강남구 대치동 대치아이파크 120,234000,13.8,67.1,120,557865,0,0,1,1,0,0,1,0,0,2008,69.81818182,86,11,768,24,8.930232558,1.524739583,1,0.260416667,32,4,1,0,0,1,0,0,1,1,1,0,0,7
52,서울특별시 강남구 대치동 대치아이파크 80,185000,10.8,59.7,80,557865,2,0,1,1,0,0,1,0,0,2008,69.81818182,86,11,768,24,8.930232558,1.524739583,1,0.260416667,32,4,1,0,0,1,0,0,1,1,1,0,0,7
53,"서울특별시 강남구 대치동 대치우성아파트1동,2동,3동,5동,6동,7동 80",170000, - ,35,80,557865,1,0,1,1,0,0,1,0,0,1984,79.33333333,74,6,476,17.62962963,6.432432432,1.046218487,0,0.130252101,27,12,1,0,0,1,0,0,1,0,0,0,0,4
54,서울특별시 강남구 대치동 대치현대 80,152000, - ,57.7,80,557865,1,1,1,1,0,0,1,0,0,1999,78.75,64,8,630,28.63636364,9.84375,1.088888889,0.89212828,0.238095238,22,12,1,0,0,1,0,1,0,1,1,0,0,4
55,서울특별시 강남구 대치동 동부센트레빌 120,246250, - ,62.4,120,557865,4,1,1,1,0,0,1,0,0,2005,115,151,7,805,12.77777778,5.331125828,2.240993789,1,0.145341615,63,4,1,0,0,1,0,0,1,0,1,0,1,5
56,서울특별시 강남구 대치동 동부센트레빌 150,261188,5.8,67.9,150,557865,8,1,1,1,0,0,1,0,0,2005,115,151,7,805,12.77777778,5.331125828,2.240993789,1,0.145341615,63,4,1,0,0,1,0,0,1,0,1,0,1,5
57,서울특별시 강남구 대치동 동부센트레빌 160,290500,4.3,72.3,160,557865,4,0,1,1,0,0,1,0,0,2005,115,151,7,805,12.77777778,5.331125828,2.240993789,1,0.145341615,63,4,1,0,0,1,0,0,1,0,1,0,1,5
60,서울특별시 강남구 대치동 래미안대치하이스턴 110,173750,8.6,70.5,110,557865,4,0,1,1,0,0,1,0,0,1989,70.8,51,5,354,23.6,6.941176471,1.302259887,1,0.395480226,15,4,1,0,0,1,0,0,1,1,1,0,1,10
61,서울특별시 강남구 대치동 선경1차 140,280000,10.7,36.4,140,557865,1,0,1,1,0,0,1,0,0,1983,86.16666667,243,12,1034,10.1372549,4.255144033,1.02417795,0,0.110251451,102,12,1,0,1,0,0,0,1,0,0,0,0,7
63,"서울특별시 강남구 대치동 쌍용대치아파트1동,2동,3동,5동,6동 80",168333, - ,27.4,80,557865,0,1,1,1,0,0,1,0,0,1983,126,102,5,630,16.15384615,6.176470588,1.063492063,0,0.074603175,39,12,1,0,0,1,0,0,1,0,0,0,0,2
64,서울특별시 강남구 대치동 은마 80,162267,7.7,29.7,80,557865,45,9,1,1,0,0,1,0,0,1979,158,395,28,4424,25.28,11.2,0.682866184,0,0.018987342,175,4,1,0,0,1,1,0,0,0,0,0,0,4
65,서울특별시 강남구 대치동 테헤란로대우아이빌 30,33067,6.3,74.8,30,557865,0,2,1,0,1,0,1,0,0,2004,372,43,1,372,21.88235294,8.651162791,0.752688172,1,0.309139785,17,12,1,1,0,0,1,0,0,1,0,0,0,4
66,서울특별시 강남구 대치동 테헤란로대우아이빌 40,34700, - ,81.7,40,557865,2,1,1,0,1,0,1,0,0,2004,372,43,1,372,21.88235294,8.651162791,0.752688172,1,0.309139785,17,12,1,1,0,0,1,0,0,1,0,0,0,4
67,서울특별시 강남구 대치동 한보미도맨션1 130,245000, - ,41.1,130,557865,5,4,1,1,0,0,1,0,0,1983,116,394,21,2436,15.32075472,6.182741117,1.230295567,0,0.075944171,159,12,0,0,0,1,0,1,0,0,0,1,0,6
68,서울특별시 강남구 대치동 한보미도맨션1 80,194833,2.5,38.5,80,557865,3,0,1,1,0,0,1,0,0,1983,116,394,21,2436,15.32075472,6.182741117,1.230295567,0,0.075944171,159,12,0,0,0,1,0,1,0,0,0,1,0,6
69,서울특별시 강남구 대치동 한보미도맨션2 120,219333,0.7,41.4,120,557865,3,0,1,1,0,0,1,0,0,1983,116,394,21,2436,15.32075472,6.182741117,1.230295567,0,0.075944171,159,12,0,0,0,1,0,1,0,0,0,1,0,6
70,서울특별시 강남구 대치동 한보미도맨션2 130,237500,10.9,40.1,130,557865,0,1,1,1,0,0,1,0,0,1983,116,394,21,2436,15.32075472,6.182741117,1.230295567,0,0.075944171,159,12,0,0,0,1,0,1,0,0,0,1,0,6
71,서울특별시 강남구 대치동 한보미도맨션2 80,187500, - ,38.6,80,557865,0,0,1,1,0,0,1,0,0,1983,116,394,21,2436,15.32075472,6.182741117,1.230295567,0,0.075944171,159,12,0,0,0,1,0,1,0,0,0,1,0,6
72,서울특별시 강남구 도곡동 경남 60,101067,11.9,55.3,60,557865,3,0,0,1,0,0,1,0,0,2005,87,38,4,348,24.85714286,9.157894737,1.117816092,0.902313625,0.166666667,14,8,1,1,0,0,0,1,0,0,0,0,0,5
74,서울특별시 강남구 도곡동 대림아크로빌 130,138333, - ,78.4,130,557865,3,0,0,0,1,0,1,0,0,1999,245,151,2,490,7.65625,3.245033113,2.730612245,1,0.130612245,64,12,1,0,1,0,0,0,1,1,0,1,1,6
75,서울특별시 강남구 도곡동 대림아크로빌 170,160625,4.7,74.7,170,557865,4,0,0,0,1,0,1,0,0,1999,245,151,2,490,7.65625,3.245033113,2.730612245,1,0.130612245,64,12,1,0,1,0,0,0,1,1,0,1,1,6
76,서울특별시 강남구 도곡동 대우디오빌 30,25500, - ,91.8,30,557865,3,0,0,0,1,0,1,0,0,2004,155,20,1,155,22.14285714,7.75,0.793548387,1,0.296774194,7,12,1,1,0,0,1,0,0,1,0,0,0,1
79,서울특별시 강남구 도곡동 도곡렉슬 110,235000,24.3,59.8,110,557865,1,0,0,1,0,0,1,0,0,2006,88.29411765,269,34,3002,30.02,11.1598513,1.477348434,1,0.266822119,100,12,1,0,0,1,0,0,1,1,1,0,0,9
80,서울특별시 강남구 도곡동 도곡렉슬 120,204111,11.9,61,120,557865,9,0,0,1,0,0,1,0,0,2006,88.29411765,269,34,3002,30.02,11.1598513,1.477348434,1,0.266822119,100,12,1,0,0,1,0,0,1,1,1,0,0,9
81,서울특별시 강남구 도곡동 도곡렉슬 130,238273,18,60.6,130,557865,11,1,0,1,0,0,1,0,0,2006,88.29411765,269,34,3002,30.02,11.1598513,1.477348434,1,0.266822119,100,12,1,0,0,1,0,0,1,1,1,0,0,9
82,서울특별시 강남구 도곡동 도곡렉슬 60,137500,13.9,53,60,557865,7,0,0,1,0,0,1,0,0,2006,88.29411765,269,34,3002,30.02,11.1598513,1.477348434,1,0.266822119,100,12,1,0,0,1,0,0,1,1,1,0,0,9
83,서울특별시 강남구 도곡동 도곡렉슬 80,172923,5.2,62.4,80,557865,13,2,0,1,0,0,1,0,0,2006,88.29411765,269,34,3002,30.02,11.1598513,1.477348434,1,0.266822119,100,12,1,0,0,1,0,0,1,1,1,0,0,9
84,서울특별시 강남구 도곡동 도곡쌍용예가 110,128167,2.5,70.6,110,557865,3,1,0,1,0,0,1,0,0,1978,76.8,57,5,384,22.58823529,6.736842105,1.078125,0.857487923,0.4765625,17,4,1,0,0,1,0,0,1,0,1,1,1,6
85,서울특별시 강남구 도곡동 도곡우성아파트 80,113333,2.9,47.2,80,557865,3,2,0,1,0,0,1,0,0,1986,195,49,2,390,22.94117647,7.959183673,0.846153846,0,0.061538462,17,4,0,0,0,1,0,1,0,0,1,0,0,4
86,서울특별시 강남구 도곡동 래미안도곡카운티 110,185500, - ,68.6,110,557865,2,3,0,1,0,0,1,0,0,2016,49.625,62,8,397,24.8125,6.403225806,1.284634761,1,0.340050378,16,12,1,0,0,1,0,0,1,1,0,0,1,5
87,서울특별시 강남구 도곡동 래미안도곡카운티 70,144085, - ,62.5,70,557865,4,0,0,1,0,0,1,0,0,2016,49.625,62,8,397,24.8125,6.403225806,1.284634761,1,0.340050378,16,12,1,0,0,1,0,0,1,1,0,0,1,5
88,서울특별시 강남구 도곡동 럭키 120,154867,8.8,59,120,557865,6,2,0,1,0,0,1,0,0,1995,109.4,163,10,1094,16.08823529,6.711656442,0.984460695,0.38904364,0.060329068,68,4,1,0,0,1,0,1,0,1,0,0,0,3
89,서울특별시 강남구 도곡동 럭키 80,125357,8.3,53,80,557865,7,2,0,1,0,0,1,0,0,1995,109.4,163,10,1094,16.08823529,6.711656442,0.984460695,0.38904364,0.060329068,68,4,1,0,0,1,0,1,0,1,0,0,0,3
90,서울특별시 강남구 도곡동 삼성 50,106500, - ,44.1,50,557865,2,0,0,1,0,0,1,0,0,1994,57.75,35,4,231,19.25,6.6,0.952380952,0,0.138528139,12,12,1,0,0,1,0,1,0,1,0,0,0,2
91,서울특별시 강남구 도곡동 삼성 80,151000, - ,45,80,557865,0,0,0,1,0,0,1,0,0,1994,57.75,35,4,231,19.25,6.6,0.952380952,0,0.138528139,12,12,1,0,0,1,0,1,0,1,0,0,0,2
92,서울특별시 강남구 도곡동 삼성래미안 120,171667,-1.3,74.3,120,557865,3,0,0,1,0,0,1,0,0,2001,73.2,79,10,732,27.11111111,9.265822785,1.669398907,0.952536825,0.155737705,27,4,1,0,0,1,0,0,1,1,0,0,1,6
93,서울특별시 강남구 도곡동 삼성래미안 60,122000,11.8,59.4,60,557865,1,0,0,1,0,0,1,0,0,2001,73.2,79,10,732,27.11111111,9.265822785,1.669398907,0.952536825,0.155737705,27,4,1,0,0,1,0,0,1,1,0,0,1,6
94,서울특별시 강남구 도곡동 삼성래미안 80,148800,12.6,53.6,80,557865,1,0,0,1,0,0,1,0,0,2001,73.2,79,10,732,27.11111111,9.265822785,1.669398907,0.952536825,0.155737705,27,4,1,0,0,1,0,0,1,1,0,0,1,6
95,서울특별시 강남구 도곡동 삼익 100,113000,3.1,45.1,100,557865,1,1,0,1,0,0,1,0,0,1983,123.5,34,2,247,19,7.264705882,1.153846154,0,0.089068826,13,12,0,0,1,0,0,1,0,0,0,0,0,3
96,서울특별시 강남구 도곡동 삼익 150,144000, - ,42.7,150,557865,1,0,0,1,0,0,1,0,0,1983,123.5,34,2,247,19,7.264705882,1.153846154,0,0.089068826,13,12,0,0,1,0,0,1,0,0,0,0,0,3
99,서울특별시 강남구 도곡동 우성사원5 70,136000, - ,37.1,70,557865,1,2,0,1,0,0,1,0,0,1986,45,31,4,180,20,5.806451613,1,0,0.055555556,9,12,1,0,0,1,0,0,1,0,0,0,0,3
100,서울특별시 강남구 도곡동 우성사원5 80,136500, - ,41,80,557865,1,0,0,1,0,0,1,0,0,1986,45,31,4,180,20,5.806451613,1,0,0.055555556,9,12,1,0,0,1,0,0,1,0,0,0,0,3
102,서울특별시 강남구 도곡동 타워팰리스1 120,169071, - ,78.2,120,557865,7,1,0,0,1,0,1,0,0,2002,324.25,295,4,1297,10.63114754,4.396610169,2.817270625,0.993431856,0.217424827,122,11,1,0,0,1,1,0,0,1,0,0,1,6
103,서울특별시 강남구 도곡동 타워팰리스1 140,198000,6,81.6,140,557865,9,1,0,0,1,0,1,0,0,2002,324.25,295,4,1297,10.63114754,4.396610169,2.817270625,0.993431856,0.217424827,122,11,1,0,0,1,1,0,0,1,0,0,1,6
104,서울특별시 강남구 도곡동 타워팰리스1 160,241000,11.2,75.3,160,557865,12,4,0,0,1,0,1,0,0,2002,324.25,295,4,1297,10.63114754,4.396610169,2.817270625,0.993431856,0.217424827,122,11,1,0,0,1,1,0,0,1,0,0,1,6
105,서울특별시 강남구 도곡동 타워팰리스1 170,267250,7.6,74.8,170,557865,4,1,0,0,1,0,1,0,0,2002,324.25,295,4,1297,10.63114754,4.396610169,2.817270625,0.993431856,0.217424827,122,11,1,0,0,1,1,0,0,1,0,0,1,6
106,서울특별시 강남구 도곡동 타워팰리스2 120,173750,5,80.7,120,557865,4,1,0,0,1,0,1,0,0,2003,406.5,200,2,813,10.03703704,4.065,2.799507995,1,0.619926199,81,96,1,0,0,1,0,1,0,0,0,1,1,7
107,서울특별시 강남구 도곡동 타워팰리스2 160,229833,1.7,80,160,557865,6,0,0,0,1,0,1,0,0,2003,406.5,200,2,813,10.03703704,4.065,2.799507995,1,0.619926199,81,96,1,0,0,1,0,1,0,0,0,1,1,7
108,서울특별시 강남구 도곡동 타워팰리스3 140,203944,0,82.1,140,557865,9,0,0,0,1,0,1,0,0,2004,480,144,1,480,7.868852459,3.333333333,2.6375,1,0.45625,61,3,1,0,0,1,1,0,0,0,0,1,1,5
109,서울특별시 강남구 도곡동 타워팰리스3 160,224286,4.1,82.5,160,557865,7,0,0,0,1,0,1,0,0,2004,480,144,1,480,7.868852459,3.333333333,2.6375,1,0.45625,61,3,1,0,0,1,1,0,0,0,0,1,1,5
111,서울특별시 강남구 도곡동 현대그린1 80,106250,7.1,56.9,80,557865,2,1,0,1,0,0,1,0,0,2006,171,24,1,171,24.42857143,7.125,0.912280702,0.807692308,0.187134503,7,12,0,0,0,1,0,0,1,1,1,0,0,4
112,서울특별시 강남구 도곡동 현대비젼21 30,31550,1.7,71.3,30,557865,4,2,0,0,1,0,1,0,0,1999,232,20,1,232,33.14285714,11.6,1.254310345,1,0.306034483,7,12,1,0,0,1,1,0,0,0,0,1,0,1
113,서울특별시 강남구 도곡동 현대비젼21 40,31200,-2.2,75.3,40,557865,2,0,0,0,1,0,1,0,0,1999,232,20,1,232,33.14285714,11.6,1.254310345,1,0.306034483,7,12,1,0,0,1,1,0,0,0,0,1,0,1
115,서울특별시 강남구 삼성동 LG선릉에클라트 40,35071,2.2,71.9,40,557865,7,6,1,0,1,0,1,0,0,2004,293,29,1,293,26.63636364,10.10344828,1.163822526,1,0.170648464,11,5,0,1,0,0,1,0,0,1,0,0,1,2
116,서울특별시 강남구 삼성동 롯데캐슬프레미어 120,199000, - ,64.5,120,557865,1,1,1,1,0,0,1,0,0,2007,64.81818182,92,11,713,20.97058824,7.75,1.932678822,0.992743106,0.391304348,34,4,1,0,0,1,0,0,1,1,1,0,1,5
117,서울특별시 강남구 삼성동 롯데캐슬프레미어 80,177000, - ,56.5,80,557865,0,0,1,1,0,0,1,0,0,2007,64.81818182,92,11,713,20.97058824,7.75,1.932678822,0.992743106,0.391304348,34,4,1,0,0,1,0,0,1,1,1,0,1,5
118,서울특별시 강남구 삼성동 삼성동롯데아파트 90,152000, - ,51.8,90,557865,0,1,1,1,0,0,1,0,0,2000,113,38,3,339,26.07692308,8.921052632,1.474926254,0.8,0.18879056,13,12,1,0,0,1,0,1,0,1,0,0,1,3
119,서울특별시 강남구 삼성동 삼성동중앙하이츠빌리지 150,221500,7,63.2,150,557865,4,0,1,1,0,0,1,0,0,2004,59.6,46,5,298,16.55555556,6.47826087,1.744966443,1,0.359060403,18,6,1,0,0,1,0,0,1,0,0,0,0,5
120,서울특별시 강남구 삼성동 삼성동힐스테이트 1단지 30,80250,4.4,58.2,30,557865,6,2,1,1,0,0,1,0,0,2008,67.29411765,111,17,1144,29.33333333,10.30630631,1.323426573,1,0.440559441,39,12,1,0,0,1,0,0,1,1,1,0,1,9
121,서울특별시 강남구 삼성동 삼성동힐스테이트 1단지 80,182000, - ,51.6,80,557865,5,1,1,1,0,0,1,0,0,2008,67.29411765,111,17,1144,29.33333333,10.30630631,1.323426573,1,0.440559441,39,12,1,0,0,1,0,0,1,1,1,0,1,9
122,서울특별시 강남구 삼성동 서광아파트 60,116333,9.7,51.7,60,557865,3,1,1,1,0,0,1,0,0,1998,152,34,2,304,30.4,8.941176471,0.976973684,0.872053872,0.253289474,10,4,1,1,0,0,0,0,1,0,1,0,0,4
123,서울특별시 강남구 삼성동 아이파크 150,328000, - ,21.3,150,557865,2,1,1,1,0,0,1,0,0,2004,149.6666667,163,3,449,6.150684932,2.754601227,2.777282851,1,0.668151448,73,12,1,0,0,1,0,0,1,1,0,1,1,7
124,서울특별시 강남구 삼성동 현대힐스테이트2단지 40,105000,3.8,55.6,40,557865,2,0,1,1,0,0,1,0,0,2008,77.16666667,88,12,926,29.87096774,10.52272727,1.394168467,1,0.367170626,31,4,1,0,0,1,0,1,0,1,1,0,1,7
125,서울특별시 강남구 삼성동 현대힐스테이트2단지 80,180417,4.7,51.4,80,557865,6,0,1,1,0,0,1,0,0,2008,77.16666667,88,12,926,29.87096774,10.52272727,1.394168467,1,0.367170626,31,4,1,0,0,1,0,1,0,1,1,0,1,7
126,서울특별시 강남구 세곡동 강남데시앙파크 110,98357,5.7,45.8,110,557865,7,0,0,1,0,0,0,1,0,2011,36.4,68,15,546,24.81818182,8.029411765,1.556776557,0.995294118,0.492673993,22,12,1,1,0,0,0,0,1,0,0,0,1,4
127,서울특별시 강남구 세곡동 강남데시앙파크 80,85875,10.3,51.2,80,557865,4,0,0,1,0,0,0,1,0,2011,36.4,68,15,546,24.81818182,8.029411765,1.556776557,0.995294118,0.492673993,22,12,1,1,0,0,0,0,1,0,0,0,1,4
128,서울특별시 강남구 세곡동 강남엘에이치1단지 60,85900,11.2,57,60,557865,2,0,0,1,0,0,1,0,0,2013,67.41666667,98,12,809,25.28125,8.255102041,1.229913473,1,0.349814586,32,12,1,0,0,1,0,0,1,0,0,0,1,9
129,서울특별시 강남구 세곡동 강남엘에이치1단지 70,92800, - ,58.1,70,557865,1,0,0,1,0,0,1,0,0,2013,67.41666667,98,12,809,25.28125,8.255102041,1.229913473,1,0.349814586,32,12,1,0,0,1,0,0,1,0,0,0,1,9
130,서울특별시 강남구 세곡동 강남엘에이치1단지 80,99800, - ,55.1,80,557865,5,0,0,1,0,0,1,0,0,2013,67.41666667,98,12,809,25.28125,8.255102041,1.229913473,1,0.349814586,32,12,1,0,0,1,0,0,1,0,0,0,1,9
