연번,ID,매매_18년_1분기,등락율18_1,전세가율18_1,전용면적,구별인구,거래량1,거래량18,거래허가제TF,아파트TF,주상복합TF,도시형주택TF,일반분양TF,복합분양TF,임대분양TF,사용승인년도,동당세대수,승강기합계,동수,세대수,관리원당세대수,승강기당세대수,세대당주차수,지하주차비율,세대당cctv수,관리인원수,연간소독횟수,관리위탁여부,개별난방TF,중앙난방TF,지역난방TF,복도식TF,혼합형TF,계단식TF,메이저시공사TF,조합시행TF,철근철골구조TF,홈네트워크TF,관리시설수
3694,서울특별시 영등포구 신길동 삼두 40,28000, - ,56.7,40,403988,1,1,0,1,0,0,1,0,0,1987,160,15,1,160,32,10.66666667,0.28125,0,0,5,4,1,1,0,0,1,0,0,0,0,0,0,3
3695,서울특별시 영등포구 신길동 삼성래미안 110,65500, - ,62.3,110,403988,3,0,0,1,0,0,1,0,0,2001,68.83333333,99,12,826,28.48275862,8.343434343,1.180387409,0.874871795,0.152542373,29,12,1,1,0,0,0,1,0,1,1,0,0,6
3696,서울특별시 영등포구 신길동 삼성래미안 60,45375,0.6,65.6,60,403988,4,0,0,1,0,0,1,0,0,2001,68.83333333,99,12,826,28.48275862,8.343434343,1.180387409,0.874871795,0.152542373,29,12,1,1,0,0,0,1,0,1,1,0,0,6
3697,서울특별시 영등포구 신길동 삼성래미안 80,55170,8.7,69.3,80,403988,10,0,0,1,0,0,1,0,0,2001,68.83333333,99,12,826,28.48275862,8.343434343,1.180387409,0.874871795,0.152542373,29,12,1,1,0,0,0,1,0,1,1,0,0,6
3698,서울특별시 영등포구 신길동 삼환 60,50679,1.3,65.8,60,403988,14,3,0,1,0,0,1,0,0,1997,106.7272727,119,11,1174,26.08888889,9.865546218,0.940374787,0.550724638,0.125212947,45,12,1,0,1,0,0,0,1,0,0,0,0,4
3701,서울특별시 영등포구 신길동 신기목련아파트 60,32617,-2.2,70.5,60,403988,3,0,0,1,0,0,0,1,0,2000,106.5,23,2,213,26.625,9.260869565,0.610328638,0.215384615,0.112676056,8,2,1,1,0,0,1,0,0,0,0,0,0,3
3705,서울특별시 영등포구 신길동 우성2 50,47917, - ,55,50,403988,6,0,0,1,0,0,1,0,0,1986,103.5714286,61,7,725,34.52380952,11.8852459,0.965517241,0,0.022068966,21,12,1,1,0,0,0,1,0,0,0,0,0,4
3706,서울특별시 영등포구 신길동 우성2 60,54467,2.3,51.4,60,403988,3,1,0,1,0,0,1,0,0,1986,103.5714286,61,7,725,34.52380952,11.8852459,0.965517241,0,0.022068966,21,12,1,1,0,0,0,1,0,0,0,0,0,4
3707,서울특별시 영등포구 신길동 우성2 80,61713,2.8,58.5,80,403988,8,0,0,1,0,0,1,0,0,1986,103.5714286,61,7,725,34.52380952,11.8852459,0.965517241,0,0.022068966,21,12,1,1,0,0,0,1,0,0,0,0,0,4
3708,서울특별시 영등포구 신길동 우성3 50,41509, - ,60.2,50,403988,3,0,0,1,0,0,1,0,0,1989,95.4,51,5,477,26.5,9.352941176,0.402515723,0,0.125786164,18,4,0,1,0,0,0,1,0,0,0,0,0,4
3709,서울특별시 영등포구 신길동 우성3 80,53800,1.7,66.5,80,403988,1,0,0,1,0,0,1,0,0,1989,95.4,51,5,477,26.5,9.352941176,0.402515723,0,0.125786164,18,4,0,1,0,0,0,1,0,0,0,0,0,4
3711,서울특별시 영등포구 신길동 우성5 80,51050, - ,57.1,80,403988,6,0,0,1,0,0,1,0,0,1993,107,36,3,321,26.75,8.916666667,0.728971963,0.363247863,0.099688474,12,12,1,1,0,0,0,0,1,0,0,0,0,5
3712,서울특별시 영등포구 신길동 우창 60,46000,5.4,52.2,60,403988,2,0,0,1,0,0,1,0,0,1983,107,21,2,214,26.75,10.19047619,0.761682243,0,0.060747664,8,12,1,1,0,0,1,0,0,0,0,0,0,4
3713,서울특별시 영등포구 신길동 한성 60,50500,3,67.3,60,403988,5,1,0,1,0,0,1,0,0,1997,84,48,5,420,24.70588235,8.75,1.05952381,0.669662921,0.09047619,17,12,1,1,0,0,0,0,1,0,0,0,0,4
3714,서울특별시 영등포구 신길동 한성 80,56700,-5.8,70.5,80,403988,1,0,0,1,0,0,1,0,0,1997,84,48,5,420,24.70588235,8.75,1.05952381,0.669662921,0.09047619,17,12,1,1,0,0,0,0,1,0,0,0,0,4
3715,서울특별시 영등포구 신길동 한화꿈에그린 80,72775, - ,64.2,80,403988,4,0,0,1,0,0,1,0,0,2008,47.33333333,36,6,284,23.66666667,7.888888889,1.411971831,0.940149626,0.408450704,12,12,1,1,0,0,0,0,1,0,0,0,1,4
3716,서울특별시 영등포구 양평동1가 신동아 50,39500,1,57.2,50,403988,15,0,0,1,0,0,1,0,0,1982,123.75,47,4,495,24.75,10.53191489,0.808080808,0,0.056565657,20,12,1,1,0,0,1,0,0,0,0,0,0,4
3717,서울특별시 영등포구 양평동1가 신동아 60,50820,9,57.8,60,403988,5,0,0,1,0,0,1,0,0,1982,123.75,47,4,495,24.75,10.53191489,0.808080808,0,0.056565657,20,12,1,1,0,0,1,0,0,0,0,0,0,4
3718,서울특별시 영등포구 양평동1가 한신공영 60,46700, - ,72.8,60,403988,0,0,0,1,0,0,1,0,0,1996,82.5,22,2,165,23.57142857,7.5,1.260606061,0.894230769,0.139393939,7,12,1,1,0,0,0,0,1,0,0,0,0,3
3719,서울특별시 영등포구 양평동2가 삼성래미안 60,45000,5.1,73.3,60,403988,1,0,0,1,0,0,1,0,0,1998,77.6,37,5,388,29.84615385,10.48648649,1.033505155,0.783042394,0.152061856,13,4,1,1,0,0,0,1,0,1,1,0,0,5
3720,서울특별시 영등포구 양평동2가 상록수 60,34300,5,75.8,60,403988,4,2,0,1,0,0,0,1,0,1999,176,18,1,176,35.2,9.777777778,0.301136364,0.58490566,0.119318182,5,12,1,1,0,0,1,0,0,0,0,0,0,4
3721,서울특별시 영등포구 양평동2가 양평벽산블루밍 50,32000,0.3,78.1,50,403988,1,0,0,1,0,0,1,0,0,1990,139,32,3,417,32.07692308,13.03125,0.839328537,0,0.057553957,13,12,1,1,0,0,1,0,0,0,0,0,0,7
3722,서울특별시 영등포구 양평동2가 양평벽산블루밍 60,37267,3.4,70.6,60,403988,3,0,0,1,0,0,1,0,0,1990,139,32,3,417,32.07692308,13.03125,0.839328537,0,0.057553957,13,12,1,1,0,0,1,0,0,0,0,0,0,7
3723,서울특별시 영등포구 양평동3가 거성파스텔 60,49320,5.7,73,60,403988,5,1,0,1,0,0,1,0,0,1999,76,47,7,532,33.25,11.31914894,1.302631579,0.828282828,0.103383459,16,4,1,1,0,0,0,0,1,0,0,0,1,7
3724,서울특별시 영등포구 양평동3가 거성파스텔 80,56833, - ,75.7,80,403988,3,0,0,1,0,0,1,0,0,1999,76,47,7,532,33.25,11.31914894,1.302631579,0.828282828,0.103383459,16,4,1,1,0,0,0,0,1,0,0,0,1,7
3725,서울특별시 영등포구 양평동3가 삼호 60,42750, - ,69.4,60,403988,5,0,0,1,0,0,1,0,0,1998,213,24,1,213,30.42857143,8.875,1.070422535,0.75,0.164319249,7,12,1,1,0,0,0,1,0,1,1,1,0,5
3726,서울특별시 영등포구 양평동3가 삼호 80,50333, - ,79.5,80,403988,3,1,0,1,0,0,1,0,0,1998,213,24,1,213,30.42857143,8.875,1.070422535,0.75,0.164319249,7,12,1,1,0,0,0,1,0,1,1,1,0,5
3727,서울특별시 영등포구 양평동3가 양평경남 60,41700,5.3,77.9,60,403988,1,0,0,1,0,0,1,0,0,1998,179,18,1,179,29.83333333,9.944444444,0.932960894,0.946107784,0.17877095,6,16,1,1,0,0,0,1,0,0,0,0,0,5
3728,서울특별시 영등포구 양평동3가 양평현대6차 60,49538,5.1,71.3,60,403988,8,0,0,1,0,0,1,0,0,2000,85.55555556,62,9,770,36.66666667,12.41935484,1.023376623,0.899746193,0.135064935,21,12,1,1,0,0,0,0,1,0,0,0,0,9
3729,서울특별시 영등포구 양평동3가 양평현대6차 80,60813,7.8,65.8,80,403988,8,0,0,1,0,0,1,0,0,2000,85.55555556,62,9,770,36.66666667,12.41935484,1.023376623,0.899746193,0.135064935,21,12,1,1,0,0,0,0,1,0,0,0,0,9
3730,서울특별시 영등포구 양평동3가 현대2차 80,55760,6.9,64.7,80,403988,10,1,0,1,0,0,1,0,0,1990,104,37,3,312,31.2,8.432432432,0.788461538,0,0.153846154,10,12,1,1,0,0,0,0,1,1,1,0,1,4
3732,서울특별시 영등포구 양평동4가 경남아너스빌 60,43350, - ,73.2,60,403988,4,0,0,1,0,0,1,0,0,2000,198,23,1,198,24.75,8.608695652,1.075757576,0.920187793,0.217171717,8,12,1,1,0,0,1,0,0,0,1,0,0,7
3733,서울특별시 영등포구 양평동4가 경남아너스빌 70,43900, - ,84.7,70,403988,2,0,0,1,0,0,1,0,0,2000,198,23,1,198,24.75,8.608695652,1.075757576,0.920187793,0.217171717,8,12,1,1,0,0,1,0,0,0,1,0,0,7
3734,서울특별시 영등포구 양평동4가 삼호한숲 60,45233, - ,73,60,403988,3,1,0,1,0,0,1,0,0,2000,108,23,2,216,30.85714286,9.391304348,0.981481481,0.877358491,0.166666667,7,12,1,1,0,0,0,1,0,1,0,0,0,5
3735,서울특별시 영등포구 양평동4가 성원 80,53925,4.7,76,80,403988,4,1,0,1,0,0,1,0,0,1993,186,38,2,372,31,9.789473684,0.89516129,0.591591592,0.161290323,12,12,1,1,0,0,0,0,1,0,0,0,0,7
3736,서울특별시 영등포구 양평동5가 동보 80,58000,10.7,68.1,80,403988,0,0,0,1,0,0,1,0,0,1998,92,34,2,184,14.15384615,5.411764706,1.097826087,0.633663366,0.222826087,13,12,1,1,0,0,0,0,1,0,0,0,0,4
3737,서울특별시 영등포구 양평동5가 양평한신 60,47385,3,67.3,60,403988,20,4,0,1,0,0,1,0,0,1996,121.5,109,10,1215,30.375,11.14678899,1.061728395,0.647286822,0.124279835,40,12,1,0,1,0,0,1,0,0,1,0,1,8
3738,서울특별시 영등포구 양평동5가 양평한신 80,60475,6.6,66.4,80,403988,8,0,0,1,0,0,1,0,0,1996,121.5,109,10,1215,30.375,11.14678899,1.061728395,0.647286822,0.124279835,40,12,1,0,1,0,0,1,0,0,1,0,1,8
3739,서울특별시 영등포구 양평동6가 동양 60,40767, - ,74.4,60,403988,3,1,0,1,0,0,1,0,0,2000,87.66666667,31,3,263,26.3,8.483870968,1.155893536,0.608552632,0.197718631,10,12,1,1,0,0,0,1,0,0,1,0,1,6
3740,서울특별시 영등포구 양평동6가 동양 80,51925, - ,73.8,80,403988,4,0,0,1,0,0,1,0,0,2000,87.66666667,31,3,263,26.3,8.483870968,1.155893536,0.608552632,0.197718631,10,12,1,1,0,0,0,1,0,0,1,0,1,6
3741,서울특별시 영등포구 양평동6가 한솔 60,39700,4.3,71.8,60,403988,2,3,0,1,0,0,1,0,0,1999,109.5,25,2,219,27.375,8.76,1.118721461,0.995918367,0.164383562,8,12,1,1,0,0,0,1,0,0,0,0,0,4
3742,서울특별시 영등포구 여의도동 공작 130,154600,9.4,30.2,130,403988,5,0,1,1,0,0,1,0,0,1976,93.25,56,4,373,15.54166667,6.660714286,0.777479893,0,0.034852547,24,4,0,0,0,1,1,0,0,0,0,0,0,2
3743,서울특별시 영등포구 여의도동 대교 100,110250,11.3,36,100,403988,4,0,1,1,0,0,1,0,0,1975,144,90,4,576,14.76923077,6.4,0.694444444,0,0.052083333,39,4,0,0,0,1,1,0,0,0,0,0,0,2
3744,서울특별시 영등포구 여의도동 라이프콤비 130,70000,-1.4,82.9,130,403988,0,1,0,0,0,0,1,0,0,1994,98,20,1,98,14,4.9,1.469387755,0.923611111,0.326530612,7,12,0,0,0,1,1,0,0,0,0,1,1,3
3745,서울특별시 영등포구 여의도동 롯데캐슬아이비 110,97833, - ,77.7,110,403988,3,0,0,0,1,0,1,0,0,2005,222.5,100,2,445,10.85365854,4.45,2.429213483,1,0.103370787,41,4,1,0,0,1,0,1,0,1,1,1,0,7
3746,서울특별시 영등포구 여의도동 롯데캐슬아이비 140,105000,5.9,85.7,140,403988,2,0,0,0,1,0,1,0,0,2005,222.5,100,2,445,10.85365854,4.45,2.429213483,1,0.103370787,41,4,1,0,0,1,0,1,0,1,1,1,0,7
3747,서울특별시 영등포구 여의도동 롯데캐슬아이비 150,110000,6.4,77.3,150,403988,5,0,0,0,1,0,1,0,0,2005,222.5,100,2,445,10.85365854,4.45,2.429213483,1,0.103370787,41,4,1,0,0,1,0,1,0,1,1,1,0,7
3748,서울특별시 영등포구 여의도동 롯데캐슬엠파이어 160,109750, - ,82,160,403988,4,1,0,0,1,0,1,0,0,2005,203,78,2,406,13.09677419,5.205128205,2.302955665,1,0.39408867,31,4,1,0,0,1,1,0,0,1,1,1,1,5
3749,서울특별시 영등포구 여의도동 리첸시아 150,125000, - ,66.4,150,403988,1,2,0,0,1,0,1,0,0,2003,124,72,2,248,8.266666667,3.444444444,2.084677419,1,0.391129032,30,12,1,0,0,1,0,0,1,0,0,1,1,3
3750,서울특별시 영등포구 여의도동 목화 90,100689,2.2,39,90,403988,9,2,1,1,0,0,1,0,0,1977,156,34,2,312,22.28571429,9.176470588,0.576923077,0,0.076923077,14,4,0,0,0,1,1,0,0,0,0,0,0,3
3751,서울특별시 영등포구 여의도동 미성 90,102125, - ,45,90,403988,4,1,1,1,0,0,1,0,0,1978,115.4,91,5,577,15.59459459,6.340659341,0.805892548,0,0.064124783,37,12,0,0,0,1,0,1,0,0,0,0,0,5
3752,서울특별시 영등포구 여의도동 삼부 140,147000,5.4,40.8,140,403988,2,0,1,1,0,0,1,0,0,1975,86.6,136,10,866,15.19298246,6.367647059,0.831408776,0,0.124711316,57,12,0,0,0,1,0,1,0,0,0,0,0,3
3753,서울특별시 영등포구 여의도동 삼부 90,122188, - ,31.7,90,403988,8,0,1,1,0,0,1,0,0,1975,86.6,136,10,866,15.19298246,6.367647059,0.831408776,0,0.124711316,57,12,0,0,0,1,0,1,0,0,0,0,0,3
3754,서울특별시 영등포구 여의도동 삼익 120,112250,6.1,53.5,120,403988,2,2,1,1,0,0,1,0,0,1974,90,65,4,360,15,5.538461538,1.038888889,0,0.055555556,24,,0,0,0,1,0,0,1,0,0,0,0,2
3755,서울특별시 영등포구 여의도동 서울 140,229000,4.4,25.8,140,403988,3,0,1,1,0,0,1,0,0,1976,96,58,2,192,8,3.310344828,1.354166667,0,0.166666667,24,4,0,0,0,1,0,0,1,0,0,0,0,3
3756,서울특별시 영등포구 여의도동 수정 150,148386,7,36.4,150,403988,7,1,1,1,0,0,1,0,0,1976,109.6666667,65,3,329,12.18518519,5.061538462,0.85106383,0,0.170212766,27,4,0,0,0,1,0,1,0,0,0,0,0,1
3757,서울특별시 영등포구 여의도동 수정 70,90250,3.8,31,70,403988,4,0,1,1,0,0,1,0,0,1976,109.6666667,65,3,329,12.18518519,5.061538462,0.85106383,0,0.170212766,27,4,0,0,0,1,0,1,0,0,0,0,0,1
3758,서울특별시 영등포구 여의도동 순복음 70,45500, - ,53.8,70,403988,4,1,1,1,0,0,1,0,0,1971,153,21,1,153,19.125,7.285714286,0.418300654,0,0.117647059,8,12,0,0,0,1,1,0,0,0,0,1,0,1
3759,서울특별시 영등포구 여의도동 시범 120,130833,4.7,39.5,120,403988,6,0,1,1,0,0,1,0,0,1971,66,238,24,1584,14.94339623,6.655462185,0.818813131,0,0.035353535,106,4,0,0,0,1,1,0,0,0,0,0,0,2
3760,서울특별시 영등포구 여의도동 시범 160,160700,6.2,33,160,403988,10,0,1,1,0,0,1,0,0,1971,66,238,24,1584,14.94339623,6.655462185,0.818813131,0,0.035353535,106,4,0,0,0,1,1,0,0,0,0,0,0,2
3761,서울특별시 영등포구 여의도동 시범 80,104936,9.9,28,80,403988,11,0,1,1,0,0,1,0,0,1971,66,238,24,1584,14.94339623,6.655462185,0.818813131,0,0.035353535,106,4,0,0,0,1,1,0,0,0,0,0,0,2
3762,서울특별시 영등포구 여의도동 여의도자이 150,158300,1.8,74.2,150,403988,5,0,0,1,0,0,1,0,0,2008,145,102,4,580,14.5,5.68627451,2.382758621,1,0.272413793,40,4,1,0,0,1,0,0,1,1,1,0,0,5
3763,서울특별시 영등포구 여의도동 은하 120,115375,9,49.2,120,403988,10,0,1,1,0,0,1,0,0,1974,90,67,4,360,14.4,5.373134328,0.872222222,0,0.15,25,4,0,0,0,1,0,0,1,0,0,0,0,2
3764,서울특별시 영등포구 여의도동 진주 50,74083,5.5,38.7,50,403988,6,0,1,1,0,0,1,0,0,1977,94,42,4,376,20.88888889,8.952380952,0.505319149,0,0.039893617,18,12,0,0,0,1,1,0,0,0,0,0,0,2
3765,서울특별시 영등포구 여의도동 한양 110,104475,2.4,51.1,110,403988,8,1,1,1,0,0,1,0,0,1975,73.5,123,8,588,11.52941176,4.780487805,1.056122449,0,0.170068027,51,4,0,0,0,1,0,1,0,0,0,0,0,4
3766,서울특별시 영등포구 여의도동 한양 150,134250, - ,50.2,150,403988,4,0,1,1,0,0,1,0,0,1975,73.5,123,8,588,11.52941176,4.780487805,1.056122449,0,0.170068027,51,4,0,0,0,1,0,1,0,0,0,0,0,4
3767,서울특별시 영등포구 영등포동 순영웰라이빌 80,47850, - ,76.3,80,403988,1,0,0,1,0,0,1,0,0,2002,68,17,2,136,27.2,8,1.220588235,0.927710843,0.132352941,5,12,1,1,0,0,0,0,1,0,0,0,0,8
3768,서울특별시 영등포구 영등포동 영등포푸르지오 60,55310,8.7,67.8,60,403988,10,1,0,1,0,0,1,0,0,2002,79.41935484,178,31,2462,42.44827586,13.83146067,1.037367994,0.864134691,0.170593014,58,12,1,1,0,0,0,0,1,1,0,0,0,8
3769,서울특별시 영등포구 영등포동 영등포푸르지오 70,61888,9.8,67.1,70,403988,12,0,0,1,0,0,1,0,0,2002,79.41935484,178,31,2462,42.44827586,13.83146067,1.037367994,0.864134691,0.170593014,58,12,1,1,0,0,0,0,1,1,0,0,0,8
3770,서울특별시 영등포구 영등포동 영등포푸르지오 80,63345,7.9,66.8,80,403988,29,3,0,1,0,0,1,0,0,2002,79.41935484,178,31,2462,42.44827586,13.83146067,1.037367994,0.864134691,0.170593014,58,12,1,1,0,0,0,0,1,1,0,0,0,8
3772,서울특별시 영등포구 영등포동7가 경남아너스빌 110,72267, - ,67.8,110,403988,3,1,0,1,0,0,1,0,0,1998,75,58,8,600,27.27272727,10.34482759,1.176666667,1,0.131666667,22,12,0,1,0,0,0,1,0,0,0,0,0,4
3773,서울특별시 영등포구 영등포동7가 경남아너스빌 60,48550,0,71.6,60,403988,4,3,0,1,0,0,1,0,0,1998,75,58,8,600,27.27272727,10.34482759,1.176666667,1,0.131666667,22,12,0,1,0,0,0,1,0,0,0,0,0,4
3774,서울특별시 영등포구 영등포동7가 경남아너스빌 80,62150,1,73.2,80,403988,2,1,0,1,0,0,1,0,0,1998,75,58,8,600,27.27272727,10.34482759,1.176666667,1,0.131666667,22,12,0,1,0,0,0,1,0,0,0,0,0,4
3775,서울특별시 영등포구 영등포동7가 브라운스톤 80,54500,8.3,80.7,80,403988,1,2,0,1,0,0,1,0,0,2004,118,17,1,118,23.6,6.941176471,1.13559322,0.597014925,0.254237288,5,6,1,1,0,0,0,0,1,0,0,1,0,0
3776,서울특별시 영등포구 영등포동7가 아크로타워스퀘어 60,84700, - ,69.7,60,403988,1,0,0,1,0,0,0,1,0,2017,174.4285714,114,7,1221,29.07142857,10.71052632,1.253071253,1,0.225225225,42,6,1,1,0,0,0,1,0,1,1,0,1,9
3777,서울특별시 영등포구 영등포동7가 아크로타워스퀘어 80,92000,-14.1,67.6,80,403988,1,4,0,1,0,0,0,1,0,2017,174.4285714,114,7,1221,29.07142857,10.71052632,1.253071253,1,0.225225225,42,6,1,1,0,0,0,1,0,1,1,0,1,9
3779,서울특별시 영등포구 영등포동8가 당산푸르지오 110,84063, - ,74,110,403988,8,0,0,1,0,0,1,0,0,2004,59.77777778,68,9,538,26.9,7.911764706,1.579925651,0.974117647,0.200743494,20,12,1,1,0,0,0,0,1,1,0,0,1,8
3780,서울특별시 영등포구 영등포동8가 당산푸르지오 80,75233,3.6,72.8,80,403988,3,0,0,1,0,0,1,0,0,2004,59.77777778,68,9,538,26.9,7.911764706,1.579925651,0.974117647,0.200743494,20,12,1,1,0,0,0,0,1,1,0,0,1,8
3781,서울특별시 영등포구 영등포동8가 삼환 60,52550,3.3,69.5,60,403988,9,0,0,1,0,0,1,0,0,1999,74.28571429,52,7,520,28.88888889,10,1.111538462,0.821799308,0.182692308,18,12,1,0,1,0,0,1,0,0,1,0,0,5
3782,서울특별시 영등포구 영등포동8가 삼환 80,65023,5.7,64.4,80,403988,13,1,0,1,0,0,1,0,0,1999,74.28571429,52,7,520,28.88888889,10,1.111538462,0.821799308,0.182692308,18,12,1,0,1,0,0,1,0,0,1,0,0,5
3783,서울특별시 용산구 도원동 삼성래미안 110,91700,12.8,59.8,110,245411,5,1,0,1,0,0,1,0,0,2001,97.2,121,15,1458,37.38461538,12.04958678,1.321673525,0.713544369,0.218106996,39,12,1,1,0,0,0,0,1,1,0,0,0,4
3784,서울특별시 용산구 도원동 삼성래미안 60,68200,12,60.3,60,245411,6,0,0,1,0,0,1,0,0,2001,97.2,121,15,1458,37.38461538,12.04958678,1.321673525,0.713544369,0.218106996,39,12,1,1,0,0,0,0,1,1,0,0,0,4
3785,서울특별시 용산구 도원동 삼성래미안 80,76571,9,61.1,80,245411,7,1,0,1,0,0,1,0,0,2001,97.2,121,15,1458,37.38461538,12.04958678,1.321673525,0.713544369,0.218106996,39,12,1,1,0,0,0,0,1,1,0,0,0,4
3787,서울특별시 용산구 동자동 센트레빌아스테리움서울 130,102833, - ,75.9,130,245411,9,2,0,0,1,0,1,0,0,2013,92.66666667,78,3,278,9.928571429,3.564102564,2.244604317,1,1.007194245,28,4,1,0,1,0,0,0,1,0,1,1,1,8
3788,서울특별시 용산구 동자동 센트레빌아스테리움서울 150,127889, - ,72.7,150,245411,9,0,0,0,1,0,1,0,0,2013,92.66666667,78,3,278,9.928571429,3.564102564,2.244604317,1,1.007194245,28,4,1,0,1,0,0,0,1,0,1,1,1,8
3789,서울특별시 용산구 문배동 CJ나인파크 120,91885, - ,70.1,120,245411,13,0,0,0,1,0,1,0,0,2007,140,51,2,280,14,5.490196078,1.653571429,1,0.346428571,20,4,1,1,0,0,1,0,0,0,0,0,1,6
3790,서울특별시 용산구 문배동 CJ나인파크 80,79833, - ,66.4,80,245411,6,1,0,0,1,0,1,0,0,2007,140,51,2,280,14,5.490196078,1.653571429,1,0.346428571,20,4,1,1,0,0,1,0,0,0,0,0,1,6
3791,서울특별시 용산구 문배동 용산KCC웰츠타워 80,86857,9.3,69.4,80,245411,7,1,0,0,1,0,1,0,0,2015,116,52,2,232,10.54545455,4.461538462,1.245689655,1,0.456896552,22,12,1,1,0,0,0,0,1,0,0,1,1,4
3792,서울특별시 용산구 문배동 이안용산1차 80,72760,15.6,63.1,80,245411,5,1,0,0,1,0,1,0,0,2005,88.66666667,45,3,266,17.73333333,5.911111111,1.695488722,1,0.334586466,15,12,1,1,0,0,0,1,0,0,0,0,0,2
3793,서울특별시 용산구 문배동 지오베르크 80,63500,6,75.6,80,245411,5,0,0,0,1,0,1,0,0,2004,72,19,1,72,12,3.789473684,1.277777778,0.97826087,0.222222222,6,12,1,1,0,0,1,0,0,0,0,1,1,1
3794,서울특별시 용산구 보광동 신동아1 80,114500,7.4,36.1,80,245411,1,1,0,1,0,0,1,0,0,1992,113,35,2,226,18.83333333,6.457142857,0.911504425,0.388349515,0.274336283,12,12,0,1,0,0,0,0,1,0,0,0,0,5
3795,서울특별시 용산구 산천동 리버힐삼성 110,83338,6.9,63.3,110,245411,8,0,0,1,0,0,1,0,0,2001,78.71428571,103,14,1102,29,10.69902913,1.181488203,0.830261137,0.136116152,38,50,1,1,0,0,0,1,0,1,0,0,0,5
3796,서울특별시 용산구 산천동 리버힐삼성 60,63625,15.4,52.7,60,245411,6,0,0,1,0,0,1,0,0,2001,78.71428571,103,14,1102,29,10.69902913,1.181488203,0.830261137,0.136116152,38,50,1,1,0,0,0,1,0,1,0,0,0,5
3797,서울특별시 용산구 산천동 리버힐삼성 80,75288,13.2,60.5,80,245411,17,0,0,1,0,0,1,0,0,2001,78.71428571,103,14,1102,29,10.69902913,1.181488203,0.830261137,0.136116152,38,50,1,1,0,0,0,1,0,1,0,0,0,5
3798,서울특별시 용산구 산천동 한강타운 60,47757,12.1,64.7,60,245411,7,1,0,1,0,0,1,0,0,2001,96.33333333,26,3,289,32.11111111,11.11538462,0.837370242,0.669421488,0.110726644,9,12,1,1,0,0,1,0,0,0,1,0,0,5
3799,서울특별시 용산구 서빙고동 금호베스트빌1 80,95000, - ,55.8,80,245411,1,0,0,1,0,0,1,0,0,2002,57.33333333,27,3,172,19.11111111,6.37037037,1.76744186,0.792763158,0.313953488,9,12,1,1,0,0,0,0,1,0,1,0,0,4
3800,서울특별시 용산구 서빙고동 신동아 100,152833,10.9,35.2,100,245411,3,0,0,1,0,0,1,0,0,1984,88.4,349,15,1326,8.959459459,3.799426934,1.521116139,0,0.173453997,148,4,0,0,0,1,0,0,1,0,0,0,0,4
3801,서울특별시 용산구 서빙고동 신동아 140,191000,5.1,36.8,140,245411,6,0,0,1,0,0,1,0,0,1984,88.4,349,15,1326,8.959459459,3.799426934,1.521116139,0,0.173453997,148,4,0,0,0,1,0,0,1,0,0,0,0,4
3802,서울특별시 용산구 서빙고동 신동아 170,199000, - ,43,170,245411,3,0,0,1,0,0,1,0,0,1984,88.4,349,15,1326,8.959459459,3.799426934,1.521116139,0,0.173453997,148,4,0,0,0,1,0,0,1,0,0,0,0,4
3803,서울특별시 용산구 서빙고동 신동아 210,246125,6.6,39.3,210,245411,4,0,0,1,0,0,1,0,0,1984,88.4,349,15,1326,8.959459459,3.799426934,1.521116139,0,0.173453997,148,4,0,0,0,1,0,0,1,0,0,0,0,4
3804,서울특별시 용산구 신계동 용산e편한세상 60,89375,1,60.8,60,245411,2,0,0,1,0,0,0,1,0,2011,66.69230769,87,13,867,27.09375,9.965517241,1.199538639,1,0,32,,1,0,1,0,0,0,1,1,0,0,0,9
3805,서울특별시 용산구 신계동 용산e편한세상 80,118667,14.3,51.2,80,245411,6,2,0,1,0,0,0,1,0,2011,66.69230769,87,13,867,27.09375,9.965517241,1.199538639,1,0,32,,1,0,1,0,0,0,1,1,0,0,0,9
3806,서울특별시 용산구 신창동 세방리버하이빌 80,65000,21.5,67.3,80,245411,1,0,0,1,0,0,1,0,0,2005,58.66666667,23,3,176,29.33333333,7.652173913,1.113636364,0.642857143,0.215909091,6,12,1,1,0,0,0,0,1,0,0,0,1,4
3807,서울특별시 용산구 용산동5가 용산파크타워 100,144643,3.9,58.8,100,245411,7,0,0,0,1,0,1,0,0,2009,148,200,6,888,10.82926829,4.44,2.417792793,1,0.404279279,82,4,1,0,1,0,0,0,1,1,1,0,1,5
3808,서울특별시 용산구 용산동5가 용산파크타워 120,155550,4.9,58.1,120,245411,10,0,0,0,1,0,1,0,0,2009,148,200,6,888,10.82926829,4.44,2.417792793,1,0.404279279,82,4,1,0,1,0,0,0,1,1,1,0,1,5
3809,서울특별시 용산구 용산동5가 용산파크타워 130,187889,8.6,56,130,245411,9,0,0,0,1,0,1,0,0,2009,148,200,6,888,10.82926829,4.44,2.417792793,1,0.404279279,82,4,1,0,1,0,0,0,1,1,1,0,1,5
3810,서울특별시 용산구 용산동5가 용산파크타워 150,199000, - ,64.8,150,245411,5,0,0,0,1,0,1,0,0,2009,148,200,6,888,10.82926829,4.44,2.417792793,1,0.404279279,82,4,1,0,1,0,0,0,1,1,1,0,1,5
