연번,ID,매매_22년_2분기,등락율,전세가율,전용면적.17,구별인구.17,거래량18,거래허가제TF,아파트TF,주상복합TF,도시형주택TF,일반분양TF,복합분양TF,임대분양TF,사용승인년도,동당세대수,승강기합계,동수,세대수,관리원당세대수,승강기당세대수,세대당주차수,지하주차비율,세대당cctv수,관리인원수,연간소독횟수,관리위탁여부,개별난방TF,중앙난방TF,지역난방TF,복도식TF,혼합형TF,계단식TF,메이저시공사TF,조합시행TF,철근철골구조TF,홈네트워크TF,관리시설수
2493,서울특별시 서대문구 홍제동 홍제원현대 60,"76,380",-16.4,60,60,"317,515",5,0,1,0,0,1,0,0,2000,62.6,74,15,939,39.125,12.68918919,1.203407881,0.663716814,0.148029819,24,12,1,1,0,0,0,1,0,1,0,0,0,5
2495,서울특별시 서대문구 홍제동 홍제원현대 80,"101,300",-4.8,51,80,"317,515",1,0,1,0,0,1,0,0,2000,62.6,74,15,939,39.125,12.68918919,1.203407881,0.663716814,0.148029819,24,12,1,1,0,0,0,1,0,1,0,0,0,5
2497,서울특별시 서대문구 홍제동 홍제한양 120,"124,500", - ,48,120,"317,515",0,0,1,0,0,1,0,0,1993,99.8,101,10,998,26.26315789,9.881188119,0.836673347,0.583233533,0.107214429,38,12,1,1,0,0,0,1,0,0,0,0,0,6
2498,서울특별시 서대문구 홍제동 홍제한양 60,"77,500",-2.7,44,60,"317,515",2,0,1,0,0,1,0,0,1993,99.8,101,10,998,26.26315789,9.881188119,0.836673347,0.583233533,0.107214429,38,12,1,1,0,0,0,1,0,0,0,0,0,6
2499,서울특별시 서대문구 홍제동 홍제한양 80,"92,000",1.6,45,80,"317,515",1,0,1,0,0,1,0,0,1993,99.8,101,10,998,26.26315789,9.881188119,0.836673347,0.583233533,0.107214429,38,12,1,1,0,0,0,1,0,0,0,0,0,6
2500,서울특별시 서대문구 홍제동 홍제현대 110,"114,500", - ,52,110,"317,515",0,0,1,0,0,1,0,0,1992,88,85,8,704,24.27586207,8.282352941,0.720170455,0.228796844,0.157670455,29,4,1,1,0,0,0,0,1,1,1,0,0,5
2501,서울특별시 서대문구 홍제동 홍제현대 120,"120,000", - ,46,120,"317,515",0,0,1,0,0,1,0,0,1992,88,85,8,704,24.27586207,8.282352941,0.720170455,0.228796844,0.157670455,29,4,1,1,0,0,0,0,1,1,1,0,0,5
2502,서울특별시 서대문구 홍제동 홍제현대 60,"73,000", - ,51,60,"317,515",0,0,1,0,0,1,0,0,1992,88,85,8,704,24.27586207,8.282352941,0.720170455,0.228796844,0.157670455,29,4,1,1,0,0,0,0,1,1,1,0,0,5
2503,서울특별시 서대문구 홍제동 홍제현대 80,"84,000",-12.3,50,80,"317,515",1,0,1,0,0,1,0,0,1992,88,85,8,704,24.27586207,8.282352941,0.720170455,0.228796844,0.157670455,29,4,1,1,0,0,0,0,1,1,1,0,0,5
2504,서울특별시 서초구 내곡동 서초더샵포레 100,"192,000", - ,57,100,"411,515",0,0,1,0,0,0,1,0,2014,48.61538462,119,26,1264,32.41025641,10.62184874,1.391613924,1,0.337816456,39,12,1,1,0,0,0,0,1,1,0,0,1,6
2505,서울특별시 서초구 내곡동 서초더샵포레 110,"191,000", - ,56,110,"411,515",0,0,1,0,0,0,1,0,2014,48.61538462,119,26,1264,32.41025641,10.62184874,1.391613924,1,0.337816456,39,12,1,1,0,0,0,0,1,1,0,0,1,6
2506,서울특별시 서초구 내곡동 서초더샵포레 80,"159,800", - ,46,80,"411,515",0,0,1,0,0,0,1,0,2014,48.61538462,119,26,1264,32.41025641,10.62184874,1.391613924,1,0.337816456,39,12,1,1,0,0,0,0,1,1,0,0,1,6
2507,서울특별시 서초구 내곡동 서초포레스타2단지 80,"175,000", - ,45,80,"411,515",0,0,1,0,0,0,1,0,2015,82.84615385,86,13,1077,38.46428571,12.52325581,1.095636026,1,0.269266481,28,12,1,1,0,0,1,0,0,0,0,0,1,8
2508,서울특별시 서초구 반포동 래미안퍼스티지 120,"425,000", - ,47,120,"411,515",0,0,1,0,0,0,1,0,2009,87.28571429,289,28,2444,21.82142857,8.456747405,1.787234043,1,0.385842881,112,12,1,0,0,1,0,0,1,1,1,0,1,10
2509,서울특별시 서초구 반포동 래미안퍼스티지 140,"544,600",-0.1,62,140,"411,515",5,0,1,0,0,0,1,0,2009,87.28571429,289,28,2444,21.82142857,8.456747405,1.787234043,1,0.385842881,112,12,1,0,0,1,0,0,1,1,1,0,1,10
2510,서울특별시 서초구 반포동 래미안퍼스티지 170,"600,000", - ,54,170,"411,515",0,0,1,0,0,0,1,0,2009,87.28571429,289,28,2444,21.82142857,8.456747405,1.787234043,1,0.385842881,112,12,1,0,0,1,0,0,1,1,1,0,1,10
2511,서울특별시 서초구 반포동 래미안퍼스티지 200,"715,000",25.8,57,200,"411,515",1,0,1,0,0,0,1,0,2009,87.28571429,289,28,2444,21.82142857,8.456747405,1.787234043,1,0.385842881,112,12,1,0,0,1,0,0,1,1,1,0,1,10
2512,서울특별시 서초구 반포동 래미안퍼스티지 220,"768,333", - ,56,220,"411,515",0,0,1,0,0,0,1,0,2009,87.28571429,289,28,2444,21.82142857,8.456747405,1.787234043,1,0.385842881,112,12,1,0,0,1,0,0,1,1,1,0,1,10
2513,서울특별시 서초구 반포동 래미안퍼스티지 60,"252,500",-18.8,44,60,"411,515",1,0,1,0,0,0,1,0,2009,87.28571429,289,28,2444,21.82142857,8.456747405,1.787234043,1,0.385842881,112,12,1,0,0,1,0,0,1,1,1,0,1,10
2514,서울특별시 서초구 반포동 래미안퍼스티지 80,"383,500",4.6,46,80,"411,515",4,0,1,0,0,0,1,0,2009,87.28571429,289,28,2444,21.82142857,8.456747405,1.787234043,1,0.385842881,112,12,1,0,0,1,0,0,1,1,1,0,1,10
2515,서울특별시 서초구 반포동 반포래미안아이파크 100,"397,000",6.8,55,100,"411,515",1,0,1,0,0,0,1,0,2018,75.36363636,97,11,829,26.74193548,8.546391753,1.623642943,0.994799406,0.586248492,31,12,1,0,0,1,0,0,1,1,1,0,1,6
2516,서울특별시 서초구 반포동 반포리체 110,"367,000", - ,52,110,"411,515",0,0,1,0,0,0,1,0,2010,124.3333333,106,9,1119,26.64285714,10.55660377,1.504915103,0.975059382,0.278820375,42,12,1,0,0,1,0,0,1,1,1,0,1,8
2517,서울특별시 서초구 반포동 반포리체 60,"249,000",-3.6,35,60,"411,515",2,0,1,0,0,0,1,0,2010,124.3333333,106,9,1119,26.64285714,10.55660377,1.504915103,0.975059382,0.278820375,42,12,1,0,0,1,0,0,1,1,1,0,1,8
2518,서울특별시 서초구 반포동 반포리체 80,"333,000",-2.9,39,80,"411,515",2,0,1,0,0,0,1,0,2010,124.3333333,106,9,1119,26.64285714,10.55660377,1.504915103,0.975059382,0.278820375,42,12,1,0,0,1,0,0,1,1,1,0,1,8
2519,서울특별시 서초구 반포동 반포미도 80,"270,000",0.9,29,80,"411,515",2,0,1,0,0,1,0,0,1987,157.5,125,8,1260,23.33333333,10.08,0.877777778,0.090415913,0.076190476,54,12,1,0,0,1,1,0,0,0,1,0,0,4
2520,서울특별시 서초구 반포동 반포미도2차아파트 70,"220,000",0.9,31,70,"411,515",1,0,1,0,0,1,0,0,1989,145,44,3,435,24.16666667,9.886363636,1.048275862,0,0.101149425,18,4,1,0,0,1,1,0,0,0,0,0,0,5
2521,서울특별시 서초구 반포동 반포써밋 60,"220,000", - ,45,60,"411,515",1,0,1,0,0,0,1,0,2018,95.5,88,8,764,26.34482759,8.681818182,1.560209424,1,0.509162304,29,,1,0,0,1,0,0,1,1,1,0,1,9
2522,서울특별시 서초구 반포동 반포써밋 80,"310,000",-2.9,55,80,"411,515",2,0,1,0,0,0,1,0,2018,95.5,88,8,764,26.34482759,8.681818182,1.560209424,1,0.509162304,29,,1,0,0,1,0,0,1,1,1,0,1,9
2523,서울특별시 서초구 반포동 반포자이 130,"455,000", - ,62,130,"411,515",0,0,1,0,0,0,1,0,2009,77.5,436,44,3410,19.48571429,7.821100917,1.781524927,1,0.315249267,175,12,1,0,0,1,0,0,1,1,1,0,1,9
2524,서울특별시 서초구 반포동 반포자이 170,"570,000",8.8,48,170,"411,515",1,0,1,0,0,0,1,0,2009,77.5,436,44,3410,19.48571429,7.821100917,1.781524927,1,0.315249267,175,12,1,0,0,1,0,0,1,1,1,0,1,9
2525,서울특별시 서초구 반포동 반포자이 190,"540,000", - ,65,190,"411,515",0,0,1,0,0,0,1,0,2009,77.5,436,44,3410,19.48571429,7.821100917,1.781524927,1,0.315249267,175,12,1,0,0,1,0,0,1,1,1,0,1,9
2526,서울특별시 서초구 반포동 반포자이 220,"720,000",4.2,44,220,"411,515",1,0,1,0,0,0,1,0,2009,77.5,436,44,3410,19.48571429,7.821100917,1.781524927,1,0.315249267,175,12,1,0,0,1,0,0,1,1,1,0,1,9
2527,서울특별시 서초구 반포동 반포자이 240,"750,000", - ,61,240,"411,515",0,0,1,0,0,0,1,0,2009,77.5,436,44,3410,19.48571429,7.821100917,1.781524927,1,0.315249267,175,12,1,0,0,1,0,0,1,1,1,0,1,9
2528,서울특별시 서초구 반포동 반포자이 60,"282,000",4.3,33,60,"411,515",1,0,1,0,0,0,1,0,2009,77.5,436,44,3410,19.48571429,7.821100917,1.781524927,1,0.315249267,175,12,1,0,0,1,0,0,1,1,1,0,1,9
2529,서울특별시 서초구 반포동 반포자이 80,"372,333",2,44,80,"411,515",3,0,1,0,0,0,1,0,2009,77.5,436,44,3410,19.48571429,7.821100917,1.781524927,1,0.315249267,175,12,1,0,0,1,0,0,1,1,1,0,1,9
2532,서울특별시 서초구 반포동 반포푸르지오 80,"215,750", - ,53,80,"411,515",0,0,1,0,0,1,0,0,2000,79,38,3,237,19.75,6.236842105,1.054852321,1,0.265822785,12,12,1,1,0,0,0,0,1,0,1,0,0,6
2533,서울특별시 서초구 반포동 반포힐스테이트 160,"475,000",17.9,56,160,"411,515",2,0,1,0,0,1,0,0,2012,79.4,52,5,397,22.05555556,7.634615385,1.76070529,1,0.35768262,18,12,1,0,0,1,0,0,1,1,1,0,1,7
2534,서울특별시 서초구 반포동 반포힐스테이트 80,"340,000", - ,44,80,"411,515",0,0,1,0,0,1,0,0,2012,79.4,52,5,397,22.05555556,7.634615385,1.76070529,1,0.35768262,18,12,1,0,0,1,0,0,1,1,1,0,1,7
2535,서울특별시 서초구 반포동 아크로리버파크 110,"540,000",9.3,60,110,"411,515",1,0,1,0,0,0,1,0,2016,107.4666667,207,15,1612,20.40506329,7.787439614,1.850496278,1,1.333746898,79,12,1,0,0,1,0,1,0,1,1,1,1,7
2536,서울특별시 서초구 반포동 아크로리버파크 130,"636,667",6.5,45,130,"411,515",3,0,1,0,0,0,1,0,2016,107.4666667,207,15,1612,20.40506329,7.787439614,1.850496278,1,1.333746898,79,12,1,0,0,1,0,1,0,1,1,1,1,7
2537,서울특별시 서초구 반포동 아크로리버파크 80,"427,000",-9.1,40,80,"411,515",3,0,1,0,0,0,1,0,2016,107.4666667,207,15,1612,20.40506329,7.787439614,1.850496278,1,1.333746898,79,12,1,0,0,1,0,1,0,1,1,1,1,7
2539,서울특별시 서초구 반포동 한신서래 60,"165,000", - ,31,60,"411,515",0,0,1,0,0,1,0,0,1987,103.5,64,4,414,16.56,6.46875,0.717391304,0.134680135,0.164251208,25,12,0,0,0,1,0,1,0,0,0,0,0,4
2540,서울특별시 서초구 방배동 대림e-편한세상1 160,"258,000", - ,65,160,"411,515",0,0,1,0,0,1,0,0,2003,66.33333333,45,3,199,11.70588235,4.422222222,2.713567839,0.977777778,0.231155779,17,12,1,1,0,0,0,0,1,1,0,0,1,3
2541,서울특별시 서초구 방배동 대우 80,"198,000",2.9,39,80,"411,515",1,0,1,0,0,1,0,0,1992,60.66666667,46,6,364,26,7.913043478,0.769230769,0.446428571,0.087912088,14,6,1,1,0,0,0,0,1,0,0,0,0,3
2542,서울특별시 서초구 방배동 래미안방배아트힐 110,"234,000", - ,60,110,"411,515",0,0,1,0,0,1,0,0,2004,58.8,73,10,588,20.27586207,8.054794521,2.093537415,0.898456539,0.161564626,29,12,1,1,0,0,0,0,1,1,0,0,0,6
2543,서울특별시 서초구 방배동 래미안방배아트힐 130,"250,000",-2,53,130,"411,515",1,0,1,0,0,1,0,0,2004,58.8,73,10,588,20.27586207,8.054794521,2.093537415,0.898456539,0.161564626,29,12,1,1,0,0,0,0,1,1,0,0,0,6
2544,서울특별시 서초구 방배동 롯데캐슬아르떼 150,"285,000",-5.3,58,150,"411,515",1,0,1,0,0,0,1,0,2013,67.63636364,81,11,744,27.55555556,9.185185185,1.572580645,0.994871795,0.330645161,27,12,1,1,0,0,0,0,1,1,1,0,1,8
2545,서울특별시 서초구 방배동 롯데캐슬아르떼 60,"205,000",2.4,28,60,"411,515",1,0,1,0,0,0,1,0,2013,67.63636364,81,11,744,27.55555556,9.185185185,1.572580645,0.994871795,0.330645161,27,12,1,1,0,0,0,0,1,1,1,0,1,8
2546,서울특별시 서초구 방배동 롯데캐슬아르떼 80,"229,000", - ,51,80,"411,515",0,0,1,0,0,0,1,0,2013,67.63636364,81,11,744,27.55555556,9.185185185,1.572580645,0.994871795,0.330645161,27,12,1,1,0,0,0,0,1,1,1,0,1,8
2548,서울특별시 서초구 방배동 방배1차현대홈타운 60,"180,000", - ,41,60,"411,515",0,0,1,0,0,1,0,0,1999,80.5,65,8,644,28,9.907692308,1.239130435,0.887218045,0.135093168,23,12,1,1,0,0,0,1,0,1,0,0,0,5
2549,서울특별시 서초구 방배동 방배1차현대홈타운 80,"222,000",0.9,51,80,"411,515",1,0,1,0,0,1,0,0,1999,80.5,65,8,644,28,9.907692308,1.239130435,0.887218045,0.135093168,23,12,1,1,0,0,0,1,0,1,0,0,0,5
2550,서울특별시 서초구 방배동 방배2차현대홈타운 80,"212,000", - ,50,80,"411,515",0,0,1,0,0,1,0,0,2001,64,45,6,384,25.6,8.533333333,1.5546875,0.81239531,0.119791667,15,12,1,1,0,0,0,0,1,1,0,0,0,4
2551,서울특별시 서초구 방배동 방배3차e-편한세상 200,"380,000",12.6,55,200,"411,515",1,0,1,0,0,1,0,0,2006,38.4,53,5,192,9.142857143,3.622641509,3.260416667,1,0.541666667,21,12,1,1,0,0,0,0,1,1,0,0,1,4
2553,서울특별시 서초구 방배동 방배래미안타워 100,"205,000",5.4,54,100,"411,515",1,0,1,0,0,1,0,0,2005,86,43,4,344,22.93333333,8,1.770348837,0.850574713,0.284883721,15,12,1,1,0,0,0,1,0,1,1,0,0,7
2554,서울특별시 서초구 방배동 방배래미안타워 130,"197,000", - ,49,130,"411,515",0,0,1,0,0,1,0,0,2005,86,43,4,344,22.93333333,8,1.770348837,0.850574713,0.284883721,15,12,1,1,0,0,0,1,0,1,1,0,0,7
2556,서울특별시 서초구 방배동 방배신삼호 190,"305,000", - ,43,190,"411,515",0,0,1,0,0,1,0,0,1983,80.16666667,121,6,481,9.431372549,3.975206612,1,0,0.124740125,51,12,0,0,0,1,0,1,0,0,0,0,0,3
2559,서울특별시 서초구 방배동 방배우성 80,"156,500", - ,41,80,"411,515",0,0,1,0,0,1,0,0,1991,52,71,9,468,18,6.591549296,0.747863248,0.057142857,0.053418803,26,16,1,1,0,0,0,1,0,0,0,0,0,4
2561,서울특별시 서초구 방배동 삼성래미안1 60,"147,250", - ,49,60,"411,515",0,0,1,0,0,1,0,0,2003,33.66666667,51,9,303,20.2,5.941176471,1.231023102,0.919571046,0.270627063,15,12,1,1,0,0,0,0,1,1,1,0,0,4
2562,서울특별시 서초구 방배동 삼성래미안1 80,"169,000", - ,47,80,"411,515",0,0,1,0,0,1,0,0,2003,33.66666667,51,9,303,20.2,5.941176471,1.231023102,0.919571046,0.270627063,15,12,1,1,0,0,0,0,1,1,1,0,0,4
2563,서울특별시 서초구 방배동 삼익 90,"198,000", - ,20,90,"411,515",3,0,1,0,0,1,0,0,1981,102,51,4,408,20.4,8,0.843137255,0,0.044117647,20,12,0,0,1,0,0,1,0,0,0,0,0,3
2568,서울특별시 서초구 방배동 서리풀e편한세상 60,"203,000", - ,38,60,"411,515",0,0,1,0,0,1,0,0,2010,55.11111111,73,9,496,23.61904762,6.794520548,1.889112903,1,0.419354839,21,4,1,1,0,0,0,1,0,1,1,0,1,7
2569,서울특별시 서초구 방배동 서리풀e편한세상 80,"257,500", - ,56,80,"411,515",0,0,1,0,0,1,0,0,2010,55.11111111,73,9,496,23.61904762,6.794520548,1.889112903,1,0.419354839,21,4,1,1,0,0,0,1,0,1,1,0,1,7
2571,서울특별시 서초구 방배동 신동아 110,"210,000", - ,32,110,"411,515",0,0,1,0,0,1,0,0,1981,82.16666667,90,6,493,12.97368421,5.477777778,1.070993915,0,0.054766734,38,12,0,0,1,0,0,1,0,0,0,0,0,3
2572,서울특별시 서초구 방배동 임광 140,"248,000", - ,40,140,"411,515",0,0,1,0,0,1,0,0,1985,69.66666667,73,6,418,14.92857143,5.726027397,0.662679426,0,0.129186603,28,19,0,0,1,0,0,1,0,0,0,0,0,4
2573,서울특별시 서초구 방배동 임광 80,"180,833", - ,48,80,"411,515",0,0,1,0,0,1,0,0,1985,69.66666667,73,6,418,14.92857143,5.726027397,0.662679426,0,0.129186603,28,19,0,0,1,0,0,1,0,0,0,0,0,4
2575,서울특별시 서초구 방배동 현대멤피스 160,"270,000", - ,58,160,"411,515",0,0,1,0,0,1,0,0,2001,41.2,39,5,206,14.71428571,5.282051282,2.422330097,0.919839679,0.155339806,14,12,1,1,0,0,0,0,1,1,1,0,0,1
2577,서울특별시 서초구 서초동 대림서초리시온 50,"60,000",1.1,73,50,"411,515",1,0,1,0,0,1,0,0,2003,293,41,1,293,17.23529412,7.146341463,0.80887372,1,0.38225256,17,12,1,1,0,0,1,0,0,1,0,0,1,2
2580,서울특별시 서초구 서초동 래미안서초스위트 100,"267,000", - ,50,100,"411,515",0,0,1,0,0,0,1,0,2009,130.6666667,37,3,392,32.66666667,10.59459459,1.288265306,0.867326733,0.206632653,12,4,1,0,0,1,0,0,1,1,1,0,1,4
2586,서울특별시 서초구 서초동 롯데캐슬클래식 70,"242,500",11.3,44,70,"411,515",1,0,1,0,0,1,0,0,2006,66,102,15,990,26.05263158,9.705882353,1.456565657,1,0.132323232,38,12,1,0,0,1,0,0,1,1,0,0,1,6
2589,서울특별시 서초구 서초동 삼풍아파트 130,"370,000",15.1,35,130,"411,515",2,0,1,0,0,1,0,0,1988,99.58333333,418,24,2390,13.50282486,5.717703349,1.589958159,0.229736842,0.105439331,177,12,0,0,0,1,0,1,0,0,0,0,0,4
2590,서울특별시 서초구 서초동 삼풍아파트 160,"407,500",6,35,160,"411,515",2,0,1,0,0,1,0,0,1988,99.58333333,418,24,2390,13.50282486,5.717703349,1.589958159,0.229736842,0.105439331,177,12,0,0,0,1,0,1,0,0,0,0,0,4
2591,서울특별시 서초구 서초동 삼풍아파트 170,"424,000",19.8,34,170,"411,515",3,0,1,0,0,1,0,0,1988,99.58333333,418,24,2390,13.50282486,5.717703349,1.589958159,0.229736842,0.105439331,177,12,0,0,0,1,0,1,0,0,0,0,0,4
2592,서울특별시 서초구 서초동 삼풍아파트 80,"272,333",4.4,32,80,"411,515",3,0,1,0,0,1,0,0,1988,99.58333333,418,24,2390,13.50282486,5.717703349,1.589958159,0.229736842,0.105439331,177,12,0,0,0,1,0,1,0,0,0,0,0,4
2593,서울특별시 서초구 서초동 서초1차e-편한세상 130,"208,500", - ,55,130,"411,515",0,0,1,0,0,1,0,0,2004,77,33,2,154,14,4.666666667,2.038961039,0.977707006,0.344155844,11,12,1,1,0,0,0,0,1,1,0,0,1,3
2594,서울특별시 서초구 서초동 서초5차e편한세상 160,"213,500", - ,73,160,"411,515",0,0,1,0,0,1,0,0,2005,80.5,34,2,161,13.41666667,4.735294118,2.465838509,1,0.409937888,12,12,1,1,0,0,0,0,1,1,0,0,0,6
2599,서울특별시 서초구 서초동 서초래미안 110,"279,750",5.8,54,110,"411,515",2,0,1,0,0,1,0,0,2003,86.84615385,112,13,1129,26.88095238,10.08035714,1.641275465,0.943335132,0.280779451,42,12,1,0,0,1,0,0,1,1,0,0,0,5
2600,서울특별시 서초구 서초동 서초래미안 130,"300,000", - ,51,130,"411,515",0,0,1,0,0,1,0,0,2003,86.84615385,112,13,1129,26.88095238,10.08035714,1.641275465,0.943335132,0.280779451,42,12,1,0,0,1,0,0,1,1,0,0,0,5
2601,서울특별시 서초구 서초동 서초래미안 80,"251,000",5.4,49,80,"411,515",2,0,1,0,0,1,0,0,2003,86.84615385,112,13,1129,26.88095238,10.08035714,1.641275465,0.943335132,0.280779451,42,12,1,0,0,1,0,0,1,1,0,0,0,5
2604,서울특별시 서초구 서초동 서초아트자이 140,"248,000", - ,81,140,"411,515",0,0,1,0,0,1,0,0,2009,41,64,4,164,6.074074074,2.5625,2.475609756,1,0.597560976,27,12,1,1,0,0,0,0,1,1,0,0,1,7
2605,서울특별시 서초구 서초동 서초아트자이 170,"270,000",16.7,52,170,"411,515",1,0,1,0,0,1,0,0,2009,41,64,4,164,6.074074074,2.5625,2.475609756,1,0.597560976,27,12,1,1,0,0,0,0,1,1,0,0,1,7
2611,서울특별시 서초구 서초동 서초푸르지오써밋 60,"220,000", - ,41,60,"411,515",0,0,1,0,0,0,1,0,2017,129.5714286,101,7,907,24.51351351,8.98019802,1.415656009,1,0.471885336,37,12,1,0,0,1,0,0,1,1,1,0,1,9
2612,서울특별시 서초구 서초동 서초푸르지오써밋 80,"279,333", - ,48,80,"411,515",0,0,1,0,0,0,1,0,2017,129.5714286,101,7,907,24.51351351,8.98019802,1.415656009,1,0.471885336,37,12,1,0,0,1,0,0,1,1,1,0,1,9
2613,서울특별시 서초구 서초동 신동아아파트 130,"295,000",-1,41,130,"411,515",1,0,1,0,0,1,0,0,1978,142.4285714,115,7,997,21.67391304,8.669565217,1.1444333,0,0.089267803,46,12,0,0,0,1,0,1,0,0,0,0,0,4
2614,서울특별시 서초구 서초동 신동아아파트 80,"210,000", - ,14,80,"411,515",0,0,1,0,0,1,0,0,1978,142.4285714,115,7,997,21.67391304,8.669565217,1.1444333,0,0.089267803,46,12,0,0,0,1,0,1,0,0,0,0,0,4
2615,서울특별시 서초구 서초동 신동아아파트 90,"245,000", - ,13,90,"411,515",0,0,1,0,0,1,0,0,1978,142.4285714,115,7,997,21.67391304,8.669565217,1.1444333,0,0.089267803,46,12,0,0,0,1,0,1,0,0,0,0,0,4
2619,서울특별시 서초구 서초동 우성아파트 60,"162,000", - ,41,60,"411,515",0,0,1,0,0,1,0,0,1998,204,40,2,408,29.14285714,10.2,1.073529412,0.785388128,0.156862745,14,12,0,0,0,1,1,0,0,0,0,0,0,5
2620,서울특별시 서초구 서초동 우성아파트 80,"198,500", - ,40,80,"411,515",0,0,1,0,0,1,0,0,1998,204,40,2,408,29.14285714,10.2,1.073529412,0.785388128,0.156862745,14,12,0,0,0,1,1,0,0,0,0,0,0,5
2621,서울특별시 서초구 서초동 유원서초 80,"209,500", - ,41,80,"411,515",0,0,1,0,0,1,0,0,1993,147.5,73,4,590,22.69230769,8.082191781,0.725423729,0.509345794,0.138983051,26,12,0,0,0,1,0,0,1,0,1,0,0,6
2622,서울특별시 서초구 서초동 진흥아파트 100,"270,000", - ,24,100,"411,515",0,0,1,0,0,1,0,0,1979,87.85714286,85,7,615,17.57142857,7.235294118,0.780487805,0,0.130081301,35,12,0,0,0,1,0,1,0,0,0,0,0,3
2623,서울특별시 서초구 서초동 진흥아파트 130,"325,000", - ,28,130,"411,515",0,0,1,0,0,1,0,0,1979,87.85714286,85,7,615,17.57142857,7.235294118,0.780487805,0,0.130081301,35,12,0,0,0,1,0,1,0,0,0,0,0,3
2628,서울특별시 서초구 서초동 현대슈퍼빌 150,"270,000",3.7,48,150,"411,515",2,0,1,0,0,1,0,0,2003,161.25,169,4,645,9.214285714,3.816568047,2.776744186,0.984366276,0.289922481,70,12,1,0,0,1,0,0,1,1,0,1,1,4
2629,서울특별시 서초구 서초동 현대슈퍼빌 160,"253,333", - ,67,160,"411,515",0,0,1,0,0,1,0,0,2003,161.25,169,4,645,9.214285714,3.816568047,2.776744186,0.984366276,0.289922481,70,12,1,0,0,1,0,0,1,1,0,1,1,4
2630,서울특별시 서초구 서초동 현대슈퍼빌 190,"299,000",15.4,51,190,"411,515",1,0,1,0,0,1,0,0,2003,161.25,169,4,645,9.214285714,3.816568047,2.776744186,0.984366276,0.289922481,70,12,1,0,0,1,0,0,1,1,0,1,1,4
2631,서울특별시 서초구 서초동 현대슈퍼빌 210,"262,000", - ,62,210,"411,515",0,0,1,0,0,1,0,0,2003,161.25,169,4,645,9.214285714,3.816568047,2.776744186,0.984366276,0.289922481,70,12,1,0,0,1,0,0,1,1,0,1,1,4
2633,서울특별시 서초구 신원동 서초포레스타3단지 60,"137,000", - ,35,60,"411,515",0,0,1,0,0,0,1,0,2014,60.25,50,8,482,32.13333333,9.64,1.251037344,0.995024876,0.340248963,15,12,1,1,0,0,0,0,1,0,0,0,1,9
2634,서울특별시 서초구 신원동 서초포레스타3단지 80,"203,500", - ,50,80,"411,515",0,0,1,0,0,0,1,0,2014,60.25,50,8,482,32.13333333,9.64,1.251037344,0.995024876,0.340248963,15,12,1,1,0,0,0,0,1,0,0,0,1,9
2635,서울특별시 서초구 신원동 서초포레스타5단지 80,"184,000", - ,51,80,"411,515",0,0,1,0,0,0,1,0,2014,49.72727273,50,11,547,39.07142857,10.94,1.272394881,1,0.351005484,14,12,1,1,0,0,0,0,1,0,0,0,1,9
2636,서울특별시 서초구 신원동 서초포레스타6단지 60,"155,000", - ,41,60,"411,515",0,0,1,0,0,0,1,0,2015,53.18181818,64,11,585,34.41176471,9.140625,1.051282051,0.996747967,0.355555556,17,12,1,1,0,0,0,1,0,0,0,1,1,8
2637,서울특별시 서초구 신원동 힐스테이트 서초 젠트리스 80,"182,000", - ,60,80,"411,515",0,0,1,0,0,1,0,0,2014,28.44444444,45,9,256,19.69230769,5.688888889,1.51171875,0.984496124,1.05078125,13,12,1,1,0,0,0,0,1,1,0,0,1,6
2638,서울특별시 서초구 양재동 신영체르니 30,"46,225", - ,60,30,"411,515",0,0,1,0,0,1,0,0,2002,175,15,1,175,35,11.66666667,1,0.56,0.091428571,5,2,1,1,0,0,1,0,0,0,0,0,1,3
2639,서울특별시 서초구 양재동 신영체르니 40,"50,350",-1.9,67,40,"411,515",1,0,1,0,0,1,0,0,2002,175,15,1,175,35,11.66666667,1,0.56,0.091428571,5,2,1,1,0,0,1,0,0,0,0,0,1,3
2640,서울특별시 서초구 양재동 우성 70,"167,000", - ,37,70,"411,515",0,0,1,0,0,1,0,0,1996,150,25,1,150,18.75,6,0.913333333,0.145985401,0.213333333,8,12,1,1,0,0,0,0,1,0,0,0,0,4
2642,서울특별시 서초구 양재동 우성 80,"180,000", - ,39,80,"411,515",0,0,1,0,0,1,0,0,1996,150,25,1,150,18.75,6,0.913333333,0.145985401,0.213333333,8,12,1,1,0,0,0,0,1,0,0,0,0,4
2644,서울특별시 서초구 양재동 우성KBS 80,"157,000", - ,45,80,"411,515",0,0,1,0,0,1,0,0,1996,150,25,1,150,18.75,6,0.913333333,0.145985401,0.213333333,8,12,1,1,0,0,0,0,1,0,0,0,0,4
2647,서울특별시 서초구 우면동 대림 130,"195,000",1.3,53,130,"411,515",2,0,1,0,0,1,0,0,1995,68.66666667,61,6,412,18.72727273,6.754098361,1.584951456,0.506891271,0.174757282,22,4,0,0,1,0,0,0,1,1,0,0,0,6
2648,서울특별시 서초구 우면동 동고 80,"140,250", - ,40,80,"411,515",0,0,1,0,0,1,0,0,1995,66,41,5,330,25.38461538,8.048780488,0.851515152,0.34519573,0.206060606,13,12,1,1,0,0,0,0,1,0,0,0,0,2
