,위도,경도
0,37.58855965,126.96976764754098
1,37.586870399999995,126.97152254488992
2,37.5909889,126.9994222
3,37.581444250000004,126.9878754436709
4,37.575664450000005,126.97064821956053
5,37.577991049999994,126.98297156862725
6,37.5850668,127.00308103502111
7,37.5785452,126.9668749963906
8,37.6029659,126.95500919084654
9,37.5909889,126.9994222
10,37.5908817,126.9949146
11,37.6068457,126.9716429
12,37.5798339,127.0126864
13,37.5848696,126.98679618629659
14,37.5574448,126.9878648
15,37.5566011,126.9675778
16,37.5640199,127.02271277767076
17,37.5629975,127.0153812
18,37.5652647,127.01334641305979
19,37.5665663,126.9709728
20,37.5651973,126.9683956
21,37.5540571,127.0067021
22,37.566026,126.985473
23,37.5549496,126.9608454
24,37.5343874,126.9509906
25,37.5416451,126.9847916
26,37.5388245,126.9900744
27,37.54250185,126.96721882587426
28,37.533579,126.9572136
29,37.5320545,126.9601761
30,37.5257452,126.9997279
31,37.54622,126.98029
32,37.52446415,126.96731397133603
33,37.5178676,126.9765702
34,37.5477939,127.0509235
35,37.5447468,127.0243953
36,37.5629516,127.0334054
37,37.5660302,127.0324507
38,37.5630667,127.035928
39,37.5486117,127.0378288
40,37.5453134,127.0264232
41,37.5613123,127.04244961429336
42,37.54184695,127.07711486219412
43,37.54107,127.10049
44,37.5293201,127.0844977
45,37.5638447,127.0894276
46,37.5638447,127.0894276
47,37.5638447,127.0894276
48,37.5435491,127.0864008
49,37.5554561,127.0845439
50,37.5351178,127.0720196
51,37.5971213,127.05198672345011
52,37.5971213,127.05198672345011
53,37.5828337,127.029697
54,37.5683227,127.0751874
55,37.5852717,127.0416142
56,37.575917,127.0238918
57,37.5817685,127.0573516
58,37.5817685,127.0573516
59,37.58518945,127.06987520583198
60,37.58294965,127.06743681901017
61,37.58645625,127.06851398773078
62,37.584341550000005,127.09659715080195
63,37.60590705,127.1078286131237
64,37.6016741,127.1088393
65,37.6016741,127.1088393
66,37.6021791,127.0830808
67,37.6144313,127.0785791
68,37.6043047,127.1041114
69,37.6041242,127.0823263
70,37.6182736,127.0852454
71,37.5932759,127.0949791
72,37.58701,127.01548
73,37.6038311,127.0227601
74,37.6104175,127.0011439
75,37.6021047,126.9971814
76,37.6061288,127.0149823
77,37.5915303,127.0054742
78,37.6017475,127.0413243
79,37.6009672,127.0338432
80,37.6091865,127.065088
81,37.5944112,127.0197325
82,37.5873785,127.02500304532492
83,37.5839402,127.0110913
84,37.594545,127.002235
85,37.623489,127.012205
86,37.6166184,127.0176922
87,37.620888,127.0246478
88,37.6283087,127.0261751
89,37.6147277,127.0290014
90,37.6203,127.04514
91,37.62431,127.01252
92,37.6901156,127.0464736
93,37.6873666,127.0428041
94,37.6901156,127.0464736
95,37.6445985,127.0522219
96,37.6686889,127.0353376
97,37.6686889,127.0353376
98,37.652877,127.0509779
99,37.6518966,127.0298023
100,37.64893,127.03798
101,37.64214,127.03263
102,37.63352,127.07212
103,37.6201745,127.0545527
104,37.6584915,127.0646714
105,37.63759745,127.075128517107
106,37.63352,127.07212
107,37.6604011,127.0774617
108,37.63891,127.08268
109,37.6542017,127.0608893
110,37.6600096,127.0754262
111,37.64488545,127.07561153361657
112,37.63352,127.07212
113,37.6335985,127.066547
114,37.681352,127.0523756
115,37.6298221,127.050926
116,37.6298221,127.050926
117,37.6516797,127.0821023
118,37.6516797,127.0821023
119,37.6175709,127.075671
120,37.6322965,127.049459
121,37.631183449999995,127.05448380485271
122,37.6604011,127.0774617
123,37.65887,127.07371
124,37.65887,127.07371
125,37.641896,127.110506
126,37.6422144,127.0744692
127,37.6190391,126.9145775
128,37.5980916,126.9381778
129,37.5980916,126.9381778
130,37.6190391,126.9145775
131,37.6190391,126.9145775
132,37.616081,126.9090681
133,37.616081,126.9090681
134,37.6271673,126.9224046
135,37.5923292,126.9059229
136,37.629081400000004,126.91848221499637
137,37.5990158,126.9190898
138,37.6241021,126.9291816
139,37.6241021,126.9291816
140,37.6089913,126.9058937
141,37.6355375,126.92919519237586
142,37.6432684,126.92442195693478
143,37.5862196,126.9213403
144,37.6413738,126.9369372927222
145,37.5755665,126.9037738
146,37.583653,126.9294458
147,37.5667953,126.9267082
148,37.5624239,126.9618419
149,37.5631121,126.9542292
150,37.5586955,126.9541525
151,37.58578,126.9474
152,37.5642695,126.9231338
153,37.5489751,126.9363256
154,37.5772867,126.8931232
155,37.5487223,126.9397847
156,37.5500393,126.9477311
157,37.5563331,126.9464999
158,37.5505474,126.9513717
159,37.5642695,126.9231338
160,37.5642695,126.9231338
161,37.53682595,126.86656198078518
162,37.5387459,126.8254855
163,37.5387459,126.8254855
164,37.50881,126.84189
165,37.5115131,126.8341834
166,37.5113215,126.8603794
167,37.5375208,126.8262794
168,37.5231607,126.862026
169,37.5078795,126.8717101
170,37.5228758,126.8595244
171,37.53441635,126.88702914347726
172,37.5086039,126.8447718
173,37.5207399,126.8662017
174,37.537400700000006,126.88405047840865
175,37.5761858,126.8127048
176,37.5420589,126.842453
177,37.5582207,126.8493097
178,37.5716306,126.822612
179,37.534413,126.8622814
180,37.549437850000004,126.82844800481872
181,37.549437850000004,126.82844800481872
182,37.56904505,126.84691051117828
183,37.5613245,126.8445763
184,37.5420589,126.842453
185,37.553893200000005,126.83549046657258
186,37.553893200000005,126.83549046657258
187,37.553893200000005,126.83549046657258
188,37.5358603,126.8551327
189,37.5716306,126.822612
190,37.570467,126.8491049
191,37.5497615,126.825342
192,37.5686089,126.8507035
193,37.5478089,126.8623635
194,37.5395805,126.8580043
195,37.5747807,126.8096149
